effect_id,status,reason,reference_count,weapon_ids,weapon_names
107611,resolved,,84,12000500|12001600|12020500|12021600|12030000|12060500|12061600|12080500|12081600|12140500|12141600|12180500|12181600|12190500|12191600|12500500|12501600|15000500|15001600|15020500|15021600|15030500|15031600|15050500|15051600|15060500|15061600|15080500|15081600|15120500|15121600|17060500|17061600|17510500|17511600|18000500|18001600|18020500|18021600|18050500|18051600|18090500|18091600|18140000|18500000|19000500|19001600|19010500|19011600|3000500|3001600|3010500|3011600|3020500|3021600|3030500|3031600|3040500|3041600|3050500|3051600|3090000|3130000|3180500|3181600|3200000|3500500|3501600|3520500|3521600|6020500|6021600|62500500|62501600|66500500|66501600|8020500|8021600|8050000|8060500|8061600|8500000|8530500|8531600,Bastard Sword|Battle Hammer|Brick Hammer|Butchering Knife|Claymore|Crescent Moon Axe|Curved Great Club|Dark Moon Greatsword|Death's Poker|Demi-Dragon Cleaver|Dismounter|Dragon Halberd|Dueling Shield|Executioner's Greataxe|Flamberge|Forked Greatsword|Glaive|Grave Scythe|Great Katana|Great Mace|Great Omenkiller Cleaver|Great Stars|Great Épée|Greataxe|Halberd|Helphen's Steeple|Iron Greatsword|Knight's Greatsword|Lance|Large Club|Lizard Greatsword|Longhaft Axe|Lordsworn's Greatsword|Lucerne|Messmer Soldier's Spear|Nightrider Glaive|Omen Cleaver|Pickaxe|Putrescence Cleaver|Rusted Anchor|Scythe|Smithscript Greathammer|Spirit Glaive|Sword Lance|Underworld Greatmace|Zamor Curved Sword
107712,resolved,,9,4000500|4001600|4010500|4011600|4030500|4031600|4040500|4041600|4060000,Greatsword|Royal Greatsword|Troll's Golden Sword|Watchdog's Greatsword|Zweihander
107715,resolved,,7,12090000|23040500|23041600|23110500|23111600|23120500|23121600,Duelist Greataxe|Einar's Hammer|Giant-Crusher|Golem's Halberd
108011,resolved,,24,1001400|1021400|1031400|1091400|1101400|1141400|1180000|1200000|1501400|21001400|21011400|21071400|21081400|21101400|21110000|21511400|21541400|22001400|22011400|22031400|60501400|60511400|63501400|68501400,Beast Claw|Bloodstained Dagger|Caestus|Clinging Bone|Dagger|Dane's Footwork|Deathrite Dagger|Dragon Cult Twin Daggers (dagger)|Dryleaf Arts|Golem Fist|Great Knife|Hookclaws|Iron Ball|Katar|Main-gauche|Miséricorde|Parrying Dagger|Pata|Raptor Talons|Smithscript Dagger|Spiked Caestus|Star Fist|Venomous Fang|Wakizashi
108013,resolved,,38,10001400|10031400|16001400|16011400|16051400|16071400|16111400|16141400|16151400|16501400|16561400|2001400|2011400|2021400|2041400|2051400|2211400|2231400|2241400|5001400|5011400|5021400|5061400|64501400|64511400|67501400|7001400|7021400|7031400|7041400|7081400|7100000|7111400|7120000|7141400|7151400|9001400|9011400,Backhand Blade|Bandit's Curved Sword|Broadsword|Cane Sword|Cleanrot Knight's Sword|Cross-Naginata|Eclipse Shotel|Estoc|Falchion|Gaelor's Mancatcher|Grossmesser|Iron Spear|Longsword|Lordsworn's Straight Sword|Mantis Blade|Milady|Nagakiba|Noble's Estoc|Noble's Slender Sword|Partisan|Pike|Rapier|Scavenger's Curved Sword|Scimitar|Serpent-God's Curved Sword|Shamshir|Short Spear|Short Sword|Shotel|Smithscript Cirque|Smithscript Spear|Spear|Spiked Spear|Twinblade|Twinned Knight Swords|Uchigatana|Warhawk's Talon|Weathered Straight Sword
108015,resolved,,25,11001400|11011400|11031400|11041400|11051400|11071400|11081400|11141400|13001400|13011400|13041400|14001400|14011400|14021400|14041400|14101400|14110000|14120000|14501400|14510000|14521400|15011400|20001400|20021400|20071400,Battle Axe|Chainlink Flail|Club|Curved Club|Death Knight's Twin Axes|Flail|Forked Hatchet|Hammer|Hand Axe|Highland Axe|Iron Cleaver|Mace|Messmer Soldier's Axe|Morning Star|Nightrider Flail|Rosus' Axe|Sacrificial Axe|Smithscript Axe|Spiked Club|Stone Club|Thorned Whip|Urumi|Warped Axe|Warpick|Whip
108111,resolved,,40,12001400|12021400|12061400|12081400|12141400|12181400|12191400|15001400|15021400|15031400|15051400|15061400|15081400|15121400|15500000|17061400|17511400|18001400|18021400|18051400|18091400|19001400|19011400|19050000|3001400|3011400|3021400|3031400|3041400|3051400|3181400|3501400|3521400|6021400|62501400|66501400|8021400|8061400|8500000|8531400,Bastard Sword|Battle Hammer|Brick Hammer|Butchering Knife|Claymore|Crescent Moon Axe|Curved Great Club|Death Knight's Longhaft Axe|Demi-Dragon Cleaver|Dismounter|Dueling Shield|Executioner's Greataxe|Flamberge|Forked Greatsword|Glaive|Grave Scythe|Great Katana|Great Mace|Great Omenkiller Cleaver|Great Stars|Great Épée|Greataxe|Halberd|Iron Greatsword|Knight's Greatsword|Lance|Large Club|Lizard Greatsword|Longhaft Axe|Lordsworn's Greatsword|Lucerne|Messmer Soldier's Spear|Nightrider Glaive|Omen Cleaver|Pickaxe|Putrescence Cleaver|Rosus' Harvester|Rusted Anchor|Scythe|Sword Lance
108113,resolved,,1,18200000,Blightpole
108212,resolved,,4,4001400|4011400|4031400|4041400,Greatsword|Troll's Golden Sword|Watchdog's Greatsword|Zweihander
108215,resolved,,3,23041400|23111400|23121400,Duelist Greataxe|Giant-Crusher|Golem's Halberd
108500,resolved,,142,10000700|1000700|10030700|1020700|1030700|1090700|11000700|1100700|11010700|11030700|11040700|11050700|11070700|11080700|11090000|11140700|1140700|12000700|12020700|12060700|12080700|12140700|12170000|12180700|12190700|12500700|13000700|13010700|13040700|13500000|14000700|14010700|14020700|14040700|14100700|14130000|14500700|14520700|15000700|1500700|15010700|15020700|15030700|15050700|15060700|15080700|1510000|15120700|16000700|16010700|16050700|16070700|16080000|16110700|16140700|16150700|16500700|16560700|17060700|17500000|17510700|18000700|18020700|18050700|18090700|18520000|19000700|19010700|20000700|2000700|20020700|20060000|20070700|2010700|2020700|2040700|2050700|21000700|21010700|21060000|21070700|21080700|21090000|21100700|2140000|21510700|21540700|2200000|22000700|22010700|22030700|2210700|2230700|2240700|23000000|23040700|23110700|23120700|3000700|3010700|3020700|3030700|3040700|3050700|3120000|3180700|3500700|3520700|4000700|4010700|4030700|4040700|4520000|5000700|5010700|5020700|5060700|6020700|60500700|60510700|62500700|63500700|64500700|64510700|6500000|66500700|67500700|68500700|7000700|7020700|7030700|7040700|7080700|7110700|7140700|7150700|8020700|8060700|8070000|8530700|9000700|9010700,Axe of Fell Prophecy|Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw|Bloodstained Dagger|Brick Hammer|Broadsword|Butchering Knife|Caestus|Cane Sword|Chainlink Flail|Claymore|Cleanrot Knight's Sword|Club|Cranial Vessel Candlestand|Crescent Moon Axe|Cross-Naginata|Curved Club|Curved Great Club|Dagger|Dane's Footwork|Demi-Dragon Cleaver|Dismounter|Dryleaf Arts|Dueling Shield|Duelist Greataxe|Estoc|Executioner's Greataxe|Falchion|Fire Knight's Greatsword|Fire Knight's Shortsword|Flail|Flamberge|Forked Greatsword|Forked Hatchet|Furnace Fists|Gaelor's Mancatcher|Giant's Red Braid|Giant-Crusher|Glaive|Glaive of the Crusade|Golem Fist|Golem's Halberd|Grafted Dragon|Grave Scythe|Great Katana|Great Knife|Great Mace|Great Omenkiller Cleaver|Great Stars|Great Épée|Greataxe|Greatsword|Grossmesser|Halberd|Hammer|Hand Axe|Highland Axe|Hookclaws|Iron Ball|Iron Cleaver|Iron Greatsword|Iron Spear|Katar|Knight's Greatsword|Lance|Large Club|Lizard Greatsword|Longhaft Axe|Longsword|Lordsworn's Greatsword|Lordsworn's Straight Sword|Lucerne|Mace|Main-gauche|Messmer Soldier's Axe|Messmer Soldier's Spear|Milady|Miquellan Knight's Sword|Miséricorde|Monk's Flameblade|Monk's Flamemace|Morning Star|Nagakiba|Nightrider Flail|Nightrider Glaive|Noble's Estoc|Noble's Slender Sword|Omen Cleaver|Parrying Dagger|Partisan|Pata|Pickaxe|Pike|Prelate's Inferno Crozier|Queelign's Greatsword|Rapier|Raptor Talons|Rusted Anchor|Scavenger's Curved Sword|Scimitar|Scythe|Serpent Flail|Serpent-God's Curved Sword|Shamshir|Short Spear|Short Sword|Shotel|Smithscript Axe|Smithscript Cirque|Smithscript Dagger|Smithscript Greathammer|Smithscript Spear|Spear|Spear of the Impaler|Spiked Caestus|Spiked Club|Spiked Spear|Star Fist|Stone Club|Sword Lance|Sword of Night and Flame|Sword of the Cyclops|Thorned Whip|Torchpole|Troll's Golden Sword|Twinblade|Twinned Knight Swords|Uchigatana|Urumi|Venomous Fang|Wakizashi|Warhawk's Talon|Warped Axe|Warpick|Watchdog's Greatsword|Weathered Straight Sword|Whip|Zweihander
108501,resolved,,1,11190000,Tricia's Pomander - Fire
108600,resolved,,1,5090000,Quicksilver Rapier
1620000,resolved,,138,10001500|10010000|1001500|10031500|1010000|1021500|1031500|1060000|1091500|11001500|11011500|1101500|11031500|11041500|11051500|11071500|11081500|11141500|1141500|12001500|12021500|12061500|12081500|12130000|12141500|12181500|12191500|12501500|13001500|13011500|13041500|14001500|14011500|14021500|14041500|14060000|14101500|14501500|14521500|15001500|15011500|1501500|15021500|15031500|15051500|15061500|15081500|15121500|15140000|16001500|16011500|16051500|16060000|16071500|16111500|16141500|16151500|16501500|16561500|17061500|17511500|18001500|18021500|18051500|18091500|18160000|19001500|19011500|20001500|2001500|20021500|20071500|2011500|2021500|2041500|2051500|21001500|21011500|21071500|21081500|21101500|21511500|21541500|22001500|22011500|22031500|2211500|2231500|2241500|23041500|23111500|23121500|3001500|3011500|3021500|3031500|3041500|3051500|3181500|3210000|3300000|3501500|3521500|4001500|4011500|4020000|4031500|4041500|4070000|5001500|5011500|5021500|5061500|6010000|6021500|60501500|60511500|62501500|63501500|64501500|64511500|66501500|67501500|68501500|7001500|7021500|7031500|7041500|7081500|7111500|7141500|7151500|7170000|8021500|8061500|8531500|9001500|9011500,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw|Black Knife|Bloodstained Dagger|Brick Hammer|Broadsword|Butchering Knife|Caestus|Cane Sword|Celebrant's Cleaver|Celebrant's Rib-Rake|Celebrant's Sickle|Celebrant's Skull|Chainlink Flail|Claymore|Cleanrot Knight's Sword|Club|Crescent Moon Axe|Cross-Naginata|Curved Club|Curved Great Club|Dagger|Dane's Footwork|Demi-Dragon Cleaver|Dismounter|Dryleaf Arts|Dueling Shield|Duelist Greataxe|Estoc|Executioner's Greataxe|Falchion|Flail|Flamberge|Forked Greatsword|Forked Hatchet|Gaelor's Mancatcher|Gargoyle's Black Axe|Gargoyle's Black Halberd|Gargoyle's Blackblade|Giant-Crusher|Glaive|Godskin Flayer|Godskin Peeler|Godskin Stitcher|Godslayer's Greatsword|Golem Fist|Golem's Halberd|Grave Scythe|Great Katana|Great Knife|Great Mace|Great Omenkiller Cleaver|Great Stars|Great Épée|Greataxe|Greatsword|Grossmesser|Halberd|Hammer|Hand Axe|Highland Axe|Hookclaws|Iron Ball|Iron Cleaver|Iron Greatsword|Iron Spear|Katar|Knight's Greatsword|Lance|Large Club|Lizard Greatsword|Longhaft Axe|Longsword|Lordsworn's Greatsword|Lordsworn's Straight Sword|Lucerne|Mace|Main-gauche|Maliketh's Black Blade|Maliketh's Black Blade (restored)|Messmer Soldier's Axe|Messmer Soldier's Spear|Milady|Miséricorde|Morning Star|Nagakiba|Nightrider Flail|Nightrider Glaive|Noble's Estoc|Noble's Slender Sword|Omen Cleaver|Parrying Dagger|Partisan|Pata|Pickaxe|Pike|Rapier|Raptor Talons|Rusted Anchor|Scavenger's Curved Sword|Scimitar|Scythe|Serpent-God's Curved Sword|Shamshir|Short Spear|Short Sword|Shotel|Smithscript Axe|Smithscript Cirque|Smithscript Dagger|Smithscript Greathammer|Smithscript Spear|Spear|Spiked Caestus|Spiked Club|Spiked Spear|Star Fist|Stone Club|Sword Lance|Thorned Whip|Troll's Golden Sword|Twinblade|Twinned Knight Swords|Uchigatana|Urumi|Venomous Fang|Wakizashi|Warhawk's Talon|Warped Axe|Warpick|Watchdog's Greatsword|Weathered Straight Sword|Whip|Zweihander
4000060,resolved,,1,23070000,Staff of the Avatar
4000061,resolved,,1,23140000,Rotten Staff
5010601,resolved,,3,12130000|14060000|16060000,Celebrant's Cleaver|Celebrant's Rib-Rake|Celebrant's Skull
5011000,resolved,,1,1110000,Cinquedea
5012000,resolved,,1,30300000,Crest of the Dragon Cult
5013000,resolved,,1,30150000,Smoldering Shield
5014000,resolved,,1,1060000,Celebrant's Sickle
5015000,resolved,,1,1130000,Ivory Sickle
5016000,resolved,,1,1120000,Surgeon's Catlinger [bloodflame]
5017000,resolved,,1,31080000,Scorpion Kite Shield
5018000,resolved,,1,30100000,Blue-White Wooden Shield
5019000,resolved,,1,30140000,Ice Crest Shield
5020000,resolved,,1,1170000,Midnight Dagger
5021000,resolved,,1,1150000,Erdsteel Dagger
5023000,resolved,,1,1050000,Crystal Knife
5025000,resolved,,1,31170000,Shield of the Guilty
5025300,resolved,,1,2530000,Carian Sorcery Sword
5026000,resolved,,1,30020000,Man-Serpent's Shield
5027000,resolved,,1,30160000,NEW - Hermit's Buckler
5028000,resolved,,1,30170000,NEW - Shield of Alacrity
5029000,resolved,,1,31180000,NEW - Shield of Starlight
5030000,resolved,,1,31130000,Brass Shield
5031400,resolved,,1,3140000,Blasphemous Blade
5031500,resolved,,1,18200000,Blightpole
5031600,resolved,,1,3160000,Sword of Milos
5071100,resolved,,22,7110000|7110100|7110200|7110300|7110400|7110500|7110600|7110700|7110800|7110900|7111000|7111100|7111200|7111300|7111400|7111500|7111600|7111700|7111800|7111900|7112000|7112100,Serpent-God's Curved Sword
5120100,resolved,,1,12010000,Greathorn Hammer
5121300,resolved,,1,12130000,Celebrant's Skull
5121800,resolved,,22,12180000|12180100|12180200|12180300|12180400|12180500|12180600|12180700|12180800|12180900|12181000|12181100|12181200|12181300|12181400|12181500|12181600|12181700|12181800|12181900|12182000|12182100,Great Stars
5121801,resolved,,22,12180000|12180100|12180200|12180300|12180400|12180500|12180600|12180700|12180800|12180900|12181000|12181100|12181200|12181300|12181400|12181500|12181600|12181700|12181800|12181900|12182000|12182100,Great Stars
5140600,resolved,,1,14060000,Celebrant's Cleaver
5141100,resolved,,1,14110000,Sacrificial Axe
5151200,resolved,,23,15120000|15120100|15120200|15120300|15120400|15120500|15120600|15120700|15120800|15120900|15121000|15121100|15121200|15121300|15121400|15121500|15121600|15121700|15121800|15121900|15122000|15122100|15510000,Bonny Butchering Knife|Butchering Knife
5151201,resolved,,23,15120000|15120100|15120200|15120300|15120400|15120500|15120600|15120700|15120800|15120900|15121000|15121100|15121200|15121300|15121400|15121500|15121600|15121700|15121800|15121900|15122000|15122100|15510000,Bonny Butchering Knife|Butchering Knife
5160400,resolved,,1,16040000,Cleanrot Spear
5160600,resolved,,1,16060000,Celebrant's Rib-Rake
5180100,resolved,,1,18010000,Pest's Glaive
5180500,excluded_missing_source,"Referenced by Nightrider Glaive, but absent from the source SpEffectParam; there is no status payload to extract.",22,18050000|18050100|18050200|18050300|18050400|18050500|18050600|18050700|18050800|18050900|18051000|18051100|18051200|18051300|18051400|18051500|18051600|18051700|18051800|18051900|18052000|18052100,Nightrider Glaive
5190100,resolved,,22,19010000|19010100|19010200|19010300|19010400|19010500|19010600|19010700|19010800|19010900|19011000|19011100|19011200|19011300|19011400|19011500|19011600|19011700|19011800|19011900|19012000|19012100,Grave Scythe
5200100,resolved,,2,34020000|34090000,Frenzied Flame Seal|Giant's Seal
5215200,resolved,,1,21520000,Poisoned Hand
5215300,resolved,,1,21530000,Madding Hand
5215500,resolved,,1,21550000,Shield of Night
5220300,excluded_missing_source,"Referenced by Raptor Talons, but absent from the source SpEffectParam; there is no status payload to extract.",22,22030000|22030100|22030200|22030300|22030400|22030500|22030600|22030700|22030800|22030900|22031000|22031100|22031200|22031300|22031400|22031500|22031600|22031700|22031800|22031900|22032000|22032100,Raptor Talons
5245100,excluded_missing_source,"Referenced by Lamenting Visage, but absent from the source SpEffectParam; there is no status payload to extract.",1,24510000,Lamenting Visage
5300100,resolved,,1,30010000,Perfumer's Shield
5300400,resolved,,1,30040000,Pillory Shield
5301100,resolved,,1,30110000,Rift Shield
5301900,resolved,,1,30190000,Spiralhorn Shield
5302000,resolved,,1,30200000,Coil Shield
5310900,resolved,,1,31090000,Twinbird Kite Shield
5311400,resolved,,1,31140000,Great Turtle Shell
5321400,resolved,,1,32140000,Icon Shield
5322200,resolved,,1,32220000,Ant's Skull Plate
5322400,resolved,,1,32240000,Eclipse Crest Greatshield
5425000,resolved,,1,42500000,Igon's Greatbow
5665201,resolved,,1,66520000,Rakshasa's Great Katana
20001029,resolved,,1,2510000,Velvet Sword of St. Trina
20001039,resolved,,1,21500000,Thiollier's Hidden Needle
20018694,resolved,,1,2530000,Carian Sorcery Sword
