weapon_id,name,affinity,effect_ids,bleed,frost,poison,scarlet_rot,sleep,madness,death,bleed_uses_status_correction,frost_uses_status_correction,poison_uses_status_correction,scarlet_rot_uses_status_correction,sleep_uses_status_correction,madness_uses_status_correction,death_uses_status_correction
7000800,Falchion,Golden,,0,0,0,0,0,0,0,,,,,,,
7000600,Falchion,Gravity,,0,0,0,0,0,0,0,,,,,,,
7000100,Falchion,Heavy,,0,0,0,0,0,0,0,,,,,,,
7000200,Falchion,Keen,,0,0,0,0,0,0,0,,,,,,,
7001200,Falchion,Lava,,0,0,0,0,0,0,0,,,,,,,
7002100,Falchion,Mystic,105563,0,0,0,0,81,0,0,,,,,1,,
7001100,Falchion,Night,,0,0,0,0,0,0,0,,,,,,,
7000300,Falchion,Quality,,0,0,0,0,0,0,0,,,,,,,
7001900,Falchion,Rotten,106013,0,0,81,0,0,0,0,,,1,,,,
7000000,Falchion,Standard,,0,0,0,0,0,0,0,,,,,,,
7002000,Falchion,Storm,,0,0,0,0,0,0,0,,,,,,,
23080000,Fallingstar Beast Jaw,Standard,,0,0,0,0,0,0,0,,,,,,,
7510000,Falx,Standard,105013,70,0,0,0,0,0,0,1,,,,,,
13020000,Family Heads,Standard,107515,0,89,0,0,0,0,0,,1,,,,,
34000000,Finger Seal,Standard,,0,0,0,0,0,0,0,,,,,,,
4140000,Fingerprint Hexmark [Frenzy],Standard,6757,0,0,0,0,0,87,0,,,,,,1,
34140000,Fingerprint Seal,Standard,,0,0,0,0,0,0,0,,,,,,,
32130000,Fingerprint Stone Shield,Standard,6753,0,0,0,0,0,70,0,,,,,,1,
64530000,Fingerslayer blade,Standard,,0,0,0,0,0,0,0,,,,,,,
4520000,Fire Knight's Greatsword,Standard,108500,0,0,0,0,0,0,0,,,,,,,
1510000,Fire Knight's Shortsword,Standard,108500,0,0,0,0,0,0,0,,,,,,,
34110000,Fire Monk's Seal,Standard,,0,0,0,0,0,0,0,,,,,,,
61500000,Firespark Perfume Bottle,Standard,,0,0,0,0,0,0,0,,,,,,,
13011700,Flail,Aberrant,105168,91,0,0,0,0,0,0,1,,,,,,
13011000,Flail,Bestial,6401,50,0,0,0,0,0,0,1,,,,,,
13011800,Flail,Bloodflame,105168,91,0,0,0,0,0,0,1,,,,,,
13011400,Flail,Death,6401|108015,50,0,0,0,0,0,89,1,,,,,,1
13010900,Flail,Draconic,6401,50,0,0,0,0,0,0,1,,,,,,
13010500,Flail,Dragonkin,6401|107515,50,89,0,0,0,0,0,1,1,,,,,
13010700,Flail,Flame,6401|108500,50,0,0,0,0,0,0,1,,,,,,
13011300,Flail,Frenzy,6401|6753,50,0,0,0,0,70,0,1,,,,,1,
13011600,Flail,Frost,6401|107515,50,89,0,0,0,0,0,1,1,,,,,
13010400,Flail,Glint,6401,50,0,0,0,0,0,0,1,,,,,,
13011500,Flail,Godslayer,6401|1620000,50,0,0,0,0,0,0,1,,,,,,
13010800,Flail,Golden,6401,50,0,0,0,0,0,0,1,,,,,,
13010600,Flail,Gravity,6401,50,0,0,0,0,0,0,1,,,,,,
13010100,Flail,Heavy,6401,50,0,0,0,0,0,0,1,,,,,,
13010200,Flail,Keen,6401,50,0,0,0,0,0,0,1,,,,,,
13011200,Flail,Lava,6401,50,0,0,0,0,0,0,1,,,,,,
13012100,Flail,Mystic,6401|105515,50,0,0,0,83,0,0,1,,,,1,,
13011100,Flail,Night,6401,50,0,0,0,0,0,0,1,,,,,,
13010300,Flail,Quality,6401,50,0,0,0,0,0,0,1,,,,,,
13011900,Flail,Rotten,6401|106015,50,0,83,0,0,0,0,1,,1,,,,
13010000,Flail,Standard,6401,50,0,0,0,0,0,0,1,,,,,,
13012000,Flail,Storm,6401,50,0,0,0,0,0,0,1,,,,,,
3051700,Flamberge,Aberrant,105200,83,0,0,0,0,0,0,1,,,,,,
3051000,Flamberge,Bestial,6402,55,0,0,0,0,0,0,1,,,,,,
3051800,Flamberge,Bloodflame,105200,83,0,0,0,0,0,0,1,,,,,,
3051400,Flamberge,Death,6402|108111,55,0,0,0,0,0,100,1,,,,,,1
3050900,Flamberge,Draconic,6402,55,0,0,0,0,0,0,1,,,,,,
3050500,Flamberge,Dragonkin,6402|107611,55,100,0,0,0,0,0,1,1,,,,,
3050700,Flamberge,Flame,6402|108500,55,0,0,0,0,0,0,1,,,,,,
3051300,Flamberge,Frenzy,6402|6754,55,0,0,0,0,75,0,1,,,,,1,
3051600,Flamberge,Frost,6402|107611,55,100,0,0,0,0,0,1,1,,,,,
3050400,Flamberge,Glint,6402,55,0,0,0,0,0,0,1,,,,,,
3051500,Flamberge,Godslayer,6402|1620000,55,0,0,0,0,0,0,1,,,,,,
3050800,Flamberge,Golden,6402,55,0,0,0,0,0,0,1,,,,,,
3050600,Flamberge,Gravity,6402,55,0,0,0,0,0,0,1,,,,,,
3050100,Flamberge,Heavy,6402,55,0,0,0,0,0,0,1,,,,,,
3050200,Flamberge,Keen,6402,55,0,0,0,0,0,0,1,,,,,,
3051200,Flamberge,Lava,6402,55,0,0,0,0,0,0,1,,,,,,
3052100,Flamberge,Mystic,6402|105611,55,0,0,0,95,0,0,1,,,,1,,
3051100,Flamberge,Night,6402,55,0,0,0,0,0,0,1,,,,,,
3050300,Flamberge,Quality,6402,55,0,0,0,0,0,0,1,,,,,,
3051900,Flamberge,Rotten,6402|106111,55,0,95,0,0,0,0,1,,1,,,,
3050000,Flamberge,Standard,6402,55,0,0,0,0,0,0,1,,,,,,
3052000,Flamberge,Storm,6402,55,0,0,0,0,0,0,1,,,,,,
31260000,Flame Crest Wooden Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
11500000,Flowerstone Gavel,Standard,,0,0,0,0,0,0,0,,,,,,,
7060000,Flowing Curved Sword,Standard,,0,0,0,0,0,0,0,,,,,,,
5080000,Foil of Caddock,Standard,105013,70,0,0,0,0,0,0,1,,,,,,
3011700,Forked Greatsword,Aberrant,105200,83,0,0,0,0,0,0,1,,,,,,
3011000,Forked Greatsword,Bestial,6402,55,0,0,0,0,0,0,1,,,,,,
3011800,Forked Greatsword,Bloodflame,105200,83,0,0,0,0,0,0,1,,,,,,
3011400,Forked Greatsword,Death,6402|108111,55,0,0,0,0,0,100,1,,,,,,1
3010900,Forked Greatsword,Draconic,6402,55,0,0,0,0,0,0,1,,,,,,
3010500,Forked Greatsword,Dragonkin,6402|107611,55,100,0,0,0,0,0,1,1,,,,,
3010700,Forked Greatsword,Flame,6402|108500,55,0,0,0,0,0,0,1,,,,,,
3011300,Forked Greatsword,Frenzy,6402|6754,55,0,0,0,0,75,0,1,,,,,1,
3011600,Forked Greatsword,Frost,6402|107611,55,100,0,0,0,0,0,1,1,,,,,
3010400,Forked Greatsword,Glint,6402,55,0,0,0,0,0,0,1,,,,,,
3011500,Forked Greatsword,Godslayer,6402|1620000,55,0,0,0,0,0,0,1,,,,,,
3010800,Forked Greatsword,Golden,6402,55,0,0,0,0,0,0,1,,,,,,
3010600,Forked Greatsword,Gravity,6402,55,0,0,0,0,0,0,1,,,,,,
3010100,Forked Greatsword,Heavy,6402,55,0,0,0,0,0,0,1,,,,,,
3010200,Forked Greatsword,Keen,6402,55,0,0,0,0,0,0,1,,,,,,
3011200,Forked Greatsword,Lava,6402,55,0,0,0,0,0,0,1,,,,,,
3012100,Forked Greatsword,Mystic,6402|105611,55,0,0,0,95,0,0,1,,,,1,,
3011100,Forked Greatsword,Night,6402,55,0,0,0,0,0,0,1,,,,,,
3010300,Forked Greatsword,Quality,6402,55,0,0,0,0,0,0,1,,,,,,
3011900,Forked Greatsword,Rotten,6402|106111,55,0,95,0,0,0,0,1,,1,,,,
3010000,Forked Greatsword,Standard,6402,55,0,0,0,0,0,0,1,,,,,,
3012000,Forked Greatsword,Storm,6402,55,0,0,0,0,0,0,1,,,,,,
14011700,Forked Hatchet,Aberrant,105168,91,0,0,0,0,0,0,1,,,,,,
14011000,Forked Hatchet,Bestial,6401,50,0,0,0,0,0,0,1,,,,,,
14011800,Forked Hatchet,Bloodflame,105168,91,0,0,0,0,0,0,1,,,,,,
14011400,Forked Hatchet,Death,6401|108015,50,0,0,0,0,0,89,1,,,,,,1
14010900,Forked Hatchet,Draconic,6401,50,0,0,0,0,0,0,1,,,,,,
14010500,Forked Hatchet,Dragonkin,6401|107515,50,89,0,0,0,0,0,1,1,,,,,
14010700,Forked Hatchet,Flame,6401|108500,50,0,0,0,0,0,0,1,,,,,,
14011300,Forked Hatchet,Frenzy,6401|6753,50,0,0,0,0,70,0,1,,,,,1,
14011600,Forked Hatchet,Frost,6401|107515,50,89,0,0,0,0,0,1,1,,,,,
14010400,Forked Hatchet,Glint,6401,50,0,0,0,0,0,0,1,,,,,,
14011500,Forked Hatchet,Godslayer,6401|1620000,50,0,0,0,0,0,0,1,,,,,,
14010800,Forked Hatchet,Golden,6401,50,0,0,0,0,0,0,1,,,,,,
14010600,Forked Hatchet,Gravity,6401,50,0,0,0,0,0,0,1,,,,,,
14010100,Forked Hatchet,Heavy,6401,50,0,0,0,0,0,0,1,,,,,,
14010200,Forked Hatchet,Keen,6401,50,0,0,0,0,0,0,1,,,,,,
14011200,Forked Hatchet,Lava,6401,50,0,0,0,0,0,0,1,,,,,,
14012100,Forked Hatchet,Mystic,6401|105515,50,0,0,0,83,0,0,1,,,,1,,
14011100,Forked Hatchet,Night,6401,50,0,0,0,0,0,0,1,,,,,,
14010300,Forked Hatchet,Quality,6401,50,0,0,0,0,0,0,1,,,,,,
14011900,Forked Hatchet,Rotten,6401|106015,50,0,83,0,0,0,0,1,,1,,,,
14010000,Forked Hatchet,Standard,6401,50,0,0,0,0,0,0,1,,,,,,
14012000,Forked Hatchet,Storm,6401,50,0,0,0,0,0,0,1,,,,,,
14540000,Forked-Tongue Hatchet,Standard,6401,50,0,0,0,0,0,0,1,,,,,,
34090000,Frenzied Flame Seal,Standard,5200100,0,0,0,0,0,0,0,,,,,,,
61520000,Frenzyflame Perfume Bottle,Standard,6751,0,0,0,0,0,60,0,,,,,,1,
8510000,Freyja's Greatsword,Standard,,0,0,0,0,0,0,0,,,,,,,
5050000,Frozen Needle,Standard,107513,0,86,0,0,0,0,0,,1,,,,,
10040000,Frozen Twinshards,Standard,107513,0,86,0,0,0,0,0,,1,,,,,
43060000,Full Moon Crossbow,Standard,,0,0,0,0,0,0,0,,,,,,,
21090000,Furnace Fists,Standard,108500,0,0,0,0,0,0,0,,,,,,,
16561700,Gaelor's Mancatcher,Aberrant,105118,91,0,0,0,0,0,0,1,,,,,,
16561000,Gaelor's Mancatcher,Bestial,6401,50,0,0,0,0,0,0,1,,,,,,
16561800,Gaelor's Mancatcher,Bloodflame,105118,91,0,0,0,0,0,0,1,,,,,,
16561400,Gaelor's Mancatcher,Death,108013|6401,50,0,0,0,0,0,86,1,,,,,,1
16560900,Gaelor's Mancatcher,Draconic,6401,50,0,0,0,0,0,0,1,,,,,,
16560500,Gaelor's Mancatcher,Dragonkin,107513|6401,50,86,0,0,0,0,0,1,1,,,,,
16560700,Gaelor's Mancatcher,Flame,108500|6401,50,0,0,0,0,0,0,1,,,,,,
16561300,Gaelor's Mancatcher,Frenzy,6756|6401,50,0,0,0,0,68,0,1,,,,,1,
16561600,Gaelor's Mancatcher,Frost,107513|6401,50,86,0,0,0,0,0,1,1,,,,,
16560400,Gaelor's Mancatcher,Glint,6401,50,0,0,0,0,0,0,1,,,,,,
16561500,Gaelor's Mancatcher,Godslayer,1620000|6401,50,0,0,0,0,0,0,1,,,,,,
16560800,Gaelor's Mancatcher,Golden,6401,50,0,0,0,0,0,0,1,,,,,,
16560600,Gaelor's Mancatcher,Gravity,6401,50,0,0,0,0,0,0,1,,,,,,
16560100,Gaelor's Mancatcher,Heavy,6401,50,0,0,0,0,0,0,1,,,,,,
16560200,Gaelor's Mancatcher,Keen,6401,50,0,0,0,0,0,0,1,,,,,,
16561200,Gaelor's Mancatcher,Lava,6401,50,0,0,0,0,0,0,1,,,,,,
16562100,Gaelor's Mancatcher,Mystic,105563|6401,50,0,0,0,81,0,0,1,,,,1,,
16561100,Gaelor's Mancatcher,Night,6401,50,0,0,0,0,0,0,1,,,,,,
16560300,Gaelor's Mancatcher,Quality,6401,50,0,0,0,0,0,0,1,,,,,,
16561900,Gaelor's Mancatcher,Rotten,106013|6401,50,0,81,0,0,0,0,1,,1,,,,
16560000,Gaelor's Mancatcher,Standard,6401,50,0,0,0,0,0,0,1,,,,,,
16562000,Gaelor's Mancatcher,Storm,6401,50,0,0,0,0,0,0,1,,,,,,
10200000,Galvanic Culling Blade [Twinblade],Standard,107513,0,86,0,0,0,0,0,,1,,,,,
15140000,Gargoyle's Black Axe,Standard,1620000,0,0,0,0,0,0,0,,,,,,,
10090000,Gargoyle's Black Blades,Standard,,0,0,0,0,0,0,0,,,,,,,
18160000,Gargoyle's Black Halberd,Standard,1620000,0,0,0,0,0,0,0,,,,,,,
3210000,Gargoyle's Blackblade,Standard,1620000,0,0,0,0,0,0,0,,,,,,,
15130000,Gargoyle's Great Axe,Standard,,0,0,0,0,0,0,0,,,,,,,
3190000,Gargoyle's Greatsword,Standard,,0,0,0,0,0,0,0,,,,,,,
18150000,Gargoyle's Halberd,Standard,,0,0,0,0,0,0,0,,,,,,,
10080000,Gargoyle's Twinblade,Standard,,0,0,0,0,0,0,0,,,,,,,
23520000,Gazing Finger,Standard,,0,0,0,0,0,0,0,,,,,,,
33050000,Gelmir Glintstone Staff,Standard,,0,0,0,0,0,0,0,,,,,,,
23100000,Ghiza's Wheel,Standard,6404,65,0,0,0,0,0,0,1,,,,,,
24050000,Ghostflame Torch,Standard,6702|415,0,65,0,0,0,0,0,,1,,,,,
20060000,Giant's Red Braid,Standard,108500,0,0,0,0,0,0,0,,,,,,,
34020000,Giant's Seal,Standard,5200100,0,0,0,0,0,0,0,,,,,,,
23111700,Giant-Crusher,Aberrant,105265,105,0,0,0,0,0,0,1,,,,,,
23111000,Giant-Crusher,Bestial,,0,0,0,0,0,0,0,,,,,,,
23111800,Giant-Crusher,Bloodflame,105265,105,0,0,0,0,0,0,1,,,,,,
23111400,Giant-Crusher,Death,108215,0,0,0,0,0,0,130,,,,,,,1
23110900,Giant-Crusher,Draconic,,0,0,0,0,0,0,0,,,,,,,
23110500,Giant-Crusher,Dragonkin,107715,0,130,0,0,0,0,0,,1,,,,,
23110700,Giant-Crusher,Flame,108500,0,0,0,0,0,0,0,,,,,,,
23111300,Giant-Crusher,Frenzy,6758,0,0,0,0,0,90,0,,,,,,1,
23111600,Giant-Crusher,Frost,107715,0,130,0,0,0,0,0,,1,,,,,
23110400,Giant-Crusher,Glint,,0,0,0,0,0,0,0,,,,,,,
23111500,Giant-Crusher,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
23110800,Giant-Crusher,Golden,,0,0,0,0,0,0,0,,,,,,,
23110600,Giant-Crusher,Gravity,,0,0,0,0,0,0,0,,,,,,,
23110100,Giant-Crusher,Heavy,,0,0,0,0,0,0,0,,,,,,,
23110200,Giant-Crusher,Keen,,0,0,0,0,0,0,0,,,,,,,
23111200,Giant-Crusher,Lava,,0,0,0,0,0,0,0,,,,,,,
23112100,Giant-Crusher,Mystic,105715,0,0,0,0,121,0,0,,,,,1,,
23111100,Giant-Crusher,Night,,0,0,0,0,0,0,0,,,,,,,
23110300,Giant-Crusher,Quality,,0,0,0,0,0,0,0,,,,,,,
23111900,Giant-Crusher,Rotten,106215,0,0,121,0,0,0,0,,,1,,,,
23110000,Giant-Crusher,Standard,,0,0,0,0,0,0,0,,,,,,,
23112000,Giant-Crusher,Storm,,0,0,0,0,0,0,0,,,,,,,
32270000,Gilded Greatshield,Standard,,0,0,0,0,0,0,0,,,,,,,
30130000,Gilded Iron Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
10110000,Gilded Quarterstaff,Standard,,0,0,0,0,0,0,0,,,,,,,
18091700,Glaive,Aberrant,105111,82,0,0,0,0,0,0,1,,,,,,
18091000,Glaive,Bestial,,0,0,0,0,0,0,0,,,,,,,
18091800,Glaive,Bloodflame,105111,82,0,0,0,0,0,0,1,,,,,,
18091400,Glaive,Death,108111,0,0,0,0,0,0,100,,,,,,,1
18090900,Glaive,Draconic,,0,0,0,0,0,0,0,,,,,,,
18090500,Glaive,Dragonkin,107611,0,100,0,0,0,0,0,,1,,,,,
18090700,Glaive,Flame,108500,0,0,0,0,0,0,0,,,,,,,
18091300,Glaive,Frenzy,6754,0,0,0,0,0,75,0,,,,,,1,
18091600,Glaive,Frost,107611,0,100,0,0,0,0,0,,1,,,,,
18090400,Glaive,Glint,,0,0,0,0,0,0,0,,,,,,,
18091500,Glaive,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
18090800,Glaive,Golden,,0,0,0,0,0,0,0,,,,,,,
18090600,Glaive,Gravity,,0,0,0,0,0,0,0,,,,,,,
18090100,Glaive,Heavy,,0,0,0,0,0,0,0,,,,,,,
18090200,Glaive,Keen,,0,0,0,0,0,0,0,,,,,,,
18091200,Glaive,Lava,,0,0,0,0,0,0,0,,,,,,,
18092100,Glaive,Mystic,105611,0,0,0,0,95,0,0,,,,,1,,
18091100,Glaive,Night,,0,0,0,0,0,0,0,,,,,,,
18090300,Glaive,Quality,,0,0,0,0,0,0,0,,,,,,,
18091900,Glaive,Rotten,106111,0,0,95,0,0,0,0,,,1,,,,
18090000,Glaive,Standard,,0,0,0,0,0,0,0,,,,,,,
18092000,Glaive,Storm,,0,0,0,0,0,0,0,,,,,,,
18120000,Glaive of the Ancients (Draconic),Standard,,0,0,0,0,0,0,0,,,,,,,
18520000,Glaive of the Crusade,Standard,108500|1878,0,0,0,0,0,0,0,,,,,,,
14070000,Glintstone Cleaver,Standard,,0,0,0,0,0,0,0,,,,,,,
1070000,Glintstone Kris,Standard,1910,0,0,0,0,0,0,0,,,,,,,
33000000,Glintstone Staff,Standard,,0,0,0,0,0,0,0,,,,,,,
7170000,Godskin Flayer,Standard,1620000,0,0,0,0,0,0,0,,,,,,,
10010000,Godskin Peeler,Standard,1620000,0,0,0,0,0,0,0,,,,,,,
34100000,Godskin Seal,Standard,,0,0,0,0,0,0,0,,,,,,,
6010000,Godskin Stitcher,Standard,1620000,0,0,0,0,0,0,0,,,,,,,
4070000,Godslayer's Greatsword,Standard,1620000,0,0,0,0,0,0,0,,,,,,,
34010000,Godslayer's Seal,Standard,,0,0,0,0,0,0,0,,,,,,,
10070000,Godwyn's Cragblades,Standard,,0,0,0,0,0,0,0,,,,,,,
32090000,Golden Beast Crest Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
2070000,Golden Epitaph,Standard,,0,0,0,0,0,0,0,,,,,,,
32260000,Golden Greatshield,Standard,,0,0,0,0,0,0,0,,,,,,,
18080000,Golden Halberd,Standard,,0,0,0,0,0,0,0,,,,,,,
31530000,Golden Lion Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
3170000,Golden Order Greatsword,Standard,,0,0,0,0,0,0,0,,,,,,,
34060000,Golden Order Seal,Standard,,0,0,0,0,0,0,0,,,,,,,
21541700,Golem Fist,Aberrant,105011,68,0,0,0,0,0,0,1,,,,,,
21541000,Golem Fist,Bestial,,0,0,0,0,0,0,0,,,,,,,
21541800,Golem Fist,Bloodflame,105011,68,0,0,0,0,0,0,1,,,,,,
21541400,Golem Fist,Death,108011,0,0,0,0,0,0,83,,,,,,,1
21540900,Golem Fist,Draconic,,0,0,0,0,0,0,0,,,,,,,
21540500,Golem Fist,Dragonkin,107511,0,83,0,0,0,0,0,,1,,,,,
21540700,Golem Fist,Flame,108500,0,0,0,0,0,0,0,,,,,,,
21541300,Golem Fist,Frenzy,6752,0,0,0,0,0,65,0,,,,,,1,
21541600,Golem Fist,Frost,107511,0,83,0,0,0,0,0,,1,,,,,
21540400,Golem Fist,Glint,,0,0,0,0,0,0,0,,,,,,,
21541500,Golem Fist,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
21540800,Golem Fist,Golden,,0,0,0,0,0,0,0,,,,,,,
21540600,Golem Fist,Gravity,,0,0,0,0,0,0,0,,,,,,,
21540100,Golem Fist,Heavy,,0,0,0,0,0,0,0,,,,,,,
21540200,Golem Fist,Keen,,0,0,0,0,0,0,0,,,,,,,
21541200,Golem Fist,Lava,,0,0,0,0,0,0,0,,,,,,,
21542100,Golem Fist,Mystic,105561,0,0,0,0,79,0,0,,,,,1,,
21541100,Golem Fist,Night,,0,0,0,0,0,0,0,,,,,,,
21540300,Golem Fist,Quality,,0,0,0,0,0,0,0,,,,,,,
21541900,Golem Fist,Rotten,106011,0,0,79,0,0,0,0,,,1,,,,
21540000,Golem Fist,Standard,,0,0,0,0,0,0,0,,,,,,,
21542000,Golem Fist,Storm,,0,0,0,0,0,0,0,,,,,,,
42010000,Golem Greatbow,Standard,,0,0,0,0,0,0,0,,,,,,,
23121700,Golem's Halberd,Aberrant,105265,105,0,0,0,0,0,0,1,,,,,,
23121000,Golem's Halberd,Bestial,,0,0,0,0,0,0,0,,,,,,,
23121800,Golem's Halberd,Bloodflame,105265,105,0,0,0,0,0,0,1,,,,,,
23121400,Golem's Halberd,Death,108215,0,0,0,0,0,0,130,,,,,,,1
23120900,Golem's Halberd,Draconic,,0,0,0,0,0,0,0,,,,,,,
23120500,Golem's Halberd,Dragonkin,107715,0,130,0,0,0,0,0,,1,,,,,
23120700,Golem's Halberd,Flame,108500,0,0,0,0,0,0,0,,,,,,,
23121300,Golem's Halberd,Frenzy,6758,0,0,0,0,0,90,0,,,,,,1,
23121600,Golem's Halberd,Frost,107715,0,130,0,0,0,0,0,,1,,,,,
23120400,Golem's Halberd,Glint,,0,0,0,0,0,0,0,,,,,,,
23121500,Golem's Halberd,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
23120800,Golem's Halberd,Golden,,0,0,0,0,0,0,0,,,,,,,
23120600,Golem's Halberd,Gravity,,0,0,0,0,0,0,0,,,,,,,
23120100,Golem's Halberd,Heavy,,0,0,0,0,0,0,0,,,,,,,
23120200,Golem's Halberd,Keen,,0,0,0,0,0,0,0,,,,,,,
23121200,Golem's Halberd,Lava,,0,0,0,0,0,0,0,,,,,,,
23122100,Golem's Halberd,Mystic,105715,0,0,0,0,121,0,0,,,,,1,,
23121100,Golem's Halberd,Night,,0,0,0,0,0,0,0,,,,,,,
23120300,Golem's Halberd,Quality,,0,0,0,0,0,0,0,,,,,,,
23121900,Golem's Halberd,Rotten,106215,0,0,121,0,0,0,0,,,1,,,,
23120000,Golem's Halberd,Standard,,0,0,0,0,0,0,0,,,,,,,
23122000,Golem's Halberd,Storm,,0,0,0,0,0,0,0,,,,,,,
68540000,Goras' Claw,Standard,6400|105561,45,0,0,0,79,0,0,1,,,,1,,
4100000,Grafted Blade Greatsword,Standard,,0,0,0,0,0,0,0,,,,,,,
21060000,Grafted Dragon,Standard,108500,0,0,0,0,0,0,0,,,,,,,
19011700,Grave Scythe,Aberrant,105200|5190100,83,0,0,0,0,0,0,1,,,,,,
19011000,Grave Scythe,Bestial,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19011800,Grave Scythe,Bloodflame,105200|5190100,83,0,0,0,0,0,0,1,,,,,,
19011400,Grave Scythe,Death,6402|108111|5190100,55,0,0,0,0,0,100,1,,,,,,1
19010900,Grave Scythe,Draconic,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19010500,Grave Scythe,Dragonkin,6402|107611|5190100,55,100,0,0,0,0,0,1,1,,,,,
19010700,Grave Scythe,Flame,6402|108500|5190100,55,0,0,0,0,0,0,1,,,,,,
19011300,Grave Scythe,Frenzy,6402|6754|5190100,55,0,0,0,0,75,0,1,,,,,1,
19011600,Grave Scythe,Frost,6402|107611|5190100,55,100,0,0,0,0,0,1,1,,,,,
19010400,Grave Scythe,Glint,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19011500,Grave Scythe,Godslayer,6402|1620000|5190100,55,0,0,0,0,0,0,1,,,,,,
19010800,Grave Scythe,Golden,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19010600,Grave Scythe,Gravity,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19010100,Grave Scythe,Heavy,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19010200,Grave Scythe,Keen,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19011200,Grave Scythe,Lava,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19012100,Grave Scythe,Mystic,6402|105611|5190100,55,0,0,0,95,0,0,1,,,,1,,
19011100,Grave Scythe,Night,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19010300,Grave Scythe,Quality,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19011900,Grave Scythe,Rotten,6402|106111|5190100,55,0,95,0,0,0,0,1,,1,,,,
19010000,Grave Scythe,Standard,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
19012000,Grave Scythe,Storm,6402|5190100,55,0,0,0,0,0,0,1,,,,,,
34030000,Gravel Stone Seal,Standard,,0,0,0,0,0,0,0,,,,,,,
4120000,Gravelstone Arcblades,Standard,,0,0,0,0,0,0,0,,,,,,,
23020000,Great Club,Standard,,0,0,0,0,0,0,0,,,,,,,
66501700,Great Katana,Aberrant,105200,83,0,0,0,0,0,0,1,,,,,,
66501000,Great Katana,Bestial,6402,55,0,0,0,0,0,0,1,,,,,,
66501800,Great Katana,Bloodflame,105200,83,0,0,0,0,0,0,1,,,,,,
66501400,Great Katana,Death,6402|108111,55,0,0,0,0,0,100,1,,,,,,1
66500900,Great Katana,Draconic,6402,55,0,0,0,0,0,0,1,,,,,,
66500500,Great Katana,Dragonkin,6402|107611,55,100,0,0,0,0,0,1,1,,,,,
66500700,Great Katana,Flame,6402|108500,55,0,0,0,0,0,0,1,,,,,,
66501300,Great Katana,Frenzy,6402|6754,55,0,0,0,0,75,0,1,,,,,1,
66501600,Great Katana,Frost,6402|107611,55,100,0,0,0,0,0,1,1,,,,,
66500400,Great Katana,Glint,6402,55,0,0,0,0,0,0,1,,,,,,
66501500,Great Katana,Godslayer,6402|1620000,55,0,0,0,0,0,0,1,,,,,,
66500800,Great Katana,Golden,6402,55,0,0,0,0,0,0,1,,,,,,
66500600,Great Katana,Gravity,6402,55,0,0,0,0,0,0,1,,,,,,
66500100,Great Katana,Heavy,6402,55,0,0,0,0,0,0,1,,,,,,
66500200,Great Katana,Keen,6402,55,0,0,0,0,0,0,1,,,,,,
66501200,Great Katana,Lava,6402,55,0,0,0,0,0,0,1,,,,,,
66502100,Great Katana,Mystic,6402|105611,55,0,0,0,95,0,0,1,,,,1,,
66501100,Great Katana,Night,6402,55,0,0,0,0,0,0,1,,,,,,
66500300,Great Katana,Quality,6402,55,0,0,0,0,0,0,1,,,,,,
66501900,Great Katana,Rotten,6402|106111,55,0,95,0,0,0,0,1,,1,,,,
66500000,Great Katana,Standard,6402,55,0,0,0,0,0,0,1,,,,,,
66502000,Great Katana,Storm,6402,55,0,0,0,0,0,0,1,,,,,,
1091700,Great Knife,Aberrant,105075,82,0,0,0,0,0,0,1,,,,,,
1091000,Great Knife,Bestial,6400,45,0,0,0,0,0,0,1,,,,,,
1091800,Great Knife,Bloodflame,105075,82,0,0,0,0,0,0,1,,,,,,
1091400,Great Knife,Death,6400|108011,45,0,0,0,0,0,83,1,,,,,,1
1090900,Great Knife,Draconic,6400,45,0,0,0,0,0,0,1,,,,,,
1090500,Great Knife,Dragonkin,6400|107511,45,83,0,0,0,0,0,1,1,,,,,
1090700,Great Knife,Flame,6400|108500,45,0,0,0,0,0,0,1,,,,,,
1091300,Great Knife,Frenzy,6400|6752,45,0,0,0,0,65,0,1,,,,,1,
1091600,Great Knife,Frost,6400|107511,45,83,0,0,0,0,0,1,1,,,,,
