weapon_id,name,affinity,weapon_type_name,weapon_type_keys,attack_element_correct_id,str_scaling,str_grade,str_effective,dex_scaling,dex_grade,dex_effective,int_scaling,int_grade,int_effective,fai_scaling,fai_grade,fai_effective,arc_scaling,arc_grade,arc_effective,usable_stats,dead_stats
5011600,Cleanrot Knight's Sword,Frost,Thrusting Sword,SwordPierce,0,0.05,E,1,0.30,D,1,0.55,D,1,0.00,-,0,0.55,D,1,STR|DEX|INT|ARC,FAI
5010400,Cleanrot Knight's Sword,Glint,Thrusting Sword,SwordPierce,0,0.05,E,1,0.30,D,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
5011500,Cleanrot Knight's Sword,Godslayer,Thrusting Sword,SwordPierce,0,0.05,E,1,0.30,D,1,0.55,D,1,0.55,D,1,0.00,-,0,STR|DEX|INT|FAI,ARC
5010800,Cleanrot Knight's Sword,Golden,Thrusting Sword,SwordPierce,0,0.05,E,1,0.30,D,1,0.00,-,0,1.15,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
5010600,Cleanrot Knight's Sword,Gravity,Thrusting Sword,SwordPierce,0,0.05,E,1,0.30,D,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
5010100,Cleanrot Knight's Sword,Heavy,Thrusting Sword,SwordPierce,0,0.55,D,1,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
5010200,Cleanrot Knight's Sword,Keen,Thrusting Sword,SwordPierce,0,0.05,E,1,1.25,B,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
5011200,Cleanrot Knight's Sword,Lava,Thrusting Sword,SwordPierce,0,0.05,E,1,0.30,D,1,0.65,C,1,0.65,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
5012100,Cleanrot Knight's Sword,Mystic,Thrusting Sword,SwordPierce,0,0.05,E,1,0.30,D,1,0.00,-,0,0.55,D,1,0.55,D,1,STR|DEX|FAI|ARC,INT
5011100,Cleanrot Knight's Sword,Night,Thrusting Sword,SwordPierce,0,0.05,E,1,0.30,D,1,0.65,C,1,0.65,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
5010300,Cleanrot Knight's Sword,Quality,Thrusting Sword,SwordPierce,0,0.35,D,1,0.70,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
5011900,Cleanrot Knight's Sword,Rotten,Thrusting Sword,SwordPierce,0,0.05,E,1,0.45,D,1,0.00,-,0,0.65,C,1,0.65,C,1,STR|DEX|FAI|ARC,INT
5010000,Cleanrot Knight's Sword,Standard,Thrusting Sword,SwordPierce,0,0.10,E,1,0.80,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
5012000,Cleanrot Knight's Sword,Storm,Thrusting Sword,SwordPierce,0,0.05,E,1,0.30,D,1,0.65,C,1,0.65,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
16040000,Cleanrot Spear,Standard,Spear,SpearNormal,0,0.40,D,1,0.60,C,1,0.00,-,0,1.00,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
21110000,Clinging Bone,Standard,Fist,Knuckle,0,0.25,D,1,0.75,C,1,0.80,C,1,0.80,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11011700,Club,Aberrant,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
11011000,Club,Bestial,Hammer,HammerNormal,0,0.25,D,1,0.10,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
11011800,Club,Bloodflame,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
11011400,Club,Death,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11010900,Club,Draconic,Hammer,HammerNormal,0,0.25,D,1,0.10,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
11010500,Club,Dragonkin,Hammer,HammerNormal,0,0.25,D,1,0.10,E,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
11010700,Club,Flame,Hammer,HammerNormal,0,0.25,D,1,0.10,E,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
11011300,Club,Frenzy,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11011600,Club,Frost,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
11010400,Club,Glint,Hammer,HammerNormal,0,0.25,D,1,0.10,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
11011500,Club,Godslayer,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11010800,Club,Golden,Hammer,HammerNormal,0,0.25,D,1,0.10,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
11010600,Club,Gravity,Hammer,HammerNormal,0,0.25,D,1,0.10,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
11010100,Club,Heavy,Hammer,HammerNormal,0,1.10,B,1,0.10,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11010200,Club,Keen,Hammer,HammerNormal,0,0.50,D,1,0.55,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11011200,Club,Lava,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11012100,Club,Mystic,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
11011100,Club,Night,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11010300,Club,Quality,Hammer,HammerNormal,0,0.80,C,1,0.35,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11011900,Club,Rotten,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
11010000,Club,Standard,Hammer,HammerNormal,0,0.70,C,1,0.20,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11012000,Club,Storm,Hammer,HammerNormal,0,0.20,E,1,0.05,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
2110000,Coded Sword,Standard,Straight Sword,SwordNormal,0,0.05,E,1,0.05,E,1,0.00,-,0,1.30,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
30200000,Coil Shield,Standard,Small Shield,ShieldSmall,0,0.24,E,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
18040000,Commander's Standard,Standard,Halberd,SpearAxe,0,0.85,C,1,0.85,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
40050000,Composite Bow,Standard,Light Bow,BowSmall,0,0.60,C,1,0.80,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
17090000,Cragsplitter,Standard,Heavy Spear,SpearHeavy,0,1.15,B,1,0.65,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12170000,Cranial Vessel Candlestand,Standard,Great Hammer,HammerLarge,0,0.75,C,1,0.25,D,1,0.00,-,0,1.00,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
43110000,Crepus's Black-Key Crossbow,Standard,Crossbow,ClossBow,0,0.30,D,1,1.00,B,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
15031700,Crescent Moon Axe,Aberrant,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
15031000,Crescent Moon Axe,Bestial,Greataxe,AxeLarge,0,0.40,D,1,0.15,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
15031800,Crescent Moon Axe,Bloodflame,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
15031400,Crescent Moon Axe,Death,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
15030900,Crescent Moon Axe,Draconic,Greataxe,AxeLarge,0,0.40,D,1,0.15,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
15030500,Crescent Moon Axe,Dragonkin,Greataxe,AxeLarge,0,0.40,D,1,0.15,E,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
15030700,Crescent Moon Axe,Flame,Greataxe,AxeLarge,0,0.40,D,1,0.15,E,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
15031300,Crescent Moon Axe,Frenzy,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
15031600,Crescent Moon Axe,Frost,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
15030400,Crescent Moon Axe,Glint,Greataxe,AxeLarge,0,0.40,D,1,0.15,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
15031500,Crescent Moon Axe,Godslayer,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
15030800,Crescent Moon Axe,Golden,Greataxe,AxeLarge,0,0.40,D,1,0.15,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
15030600,Crescent Moon Axe,Gravity,Greataxe,AxeLarge,0,0.40,D,1,0.15,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
15030100,Crescent Moon Axe,Heavy,Greataxe,AxeLarge,0,1.00,B,1,0.20,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
15030200,Crescent Moon Axe,Keen,Greataxe,AxeLarge,0,0.50,D,1,0.70,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
15031200,Crescent Moon Axe,Lava,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
15032100,Crescent Moon Axe,Mystic,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
15031100,Crescent Moon Axe,Night,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
15030300,Crescent Moon Axe,Quality,Greataxe,AxeLarge,0,0.70,C,1,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
15031900,Crescent Moon Axe,Rotten,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
15030000,Crescent Moon Axe,Standard,Greataxe,AxeLarge,0,0.60,C,1,0.30,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
15032000,Crescent Moon Axe,Storm,Greataxe,AxeLarge,0,0.35,D,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
64550000,Crescent Moons,Standard,Reverse-hand Blade,ReverseHandSword,0,0.10,E,1,0.55,D,1,0.75,C,1,0.00,-,0,0.75,C,1,STR|DEX|INT|ARC,FAI
30300000,Crest of the Dragon Cult,Standard,Medium Shield,ShieldNormal,0,0.40,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
12040000,Crimson Briar-Bough,Standard,Great Hammer,HammerLarge,0,0.60,C,1,0.10,E,1,0.75,C,1,0.00,-,0,0.75,C,1,STR|DEX|INT|ARC,FAI
16111700,Cross-Naginata,Aberrant,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
16111000,Cross-Naginata,Bestial,Spear,SpearNormal,0,0.30,D,1,0.35,D,1,0.00,-,0,0.85,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
16111800,Cross-Naginata,Bloodflame,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
16111400,Cross-Naginata,Death,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
16110900,Cross-Naginata,Draconic,Spear,SpearNormal,0,0.30,D,1,0.35,D,1,0.00,-,0,0.85,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
16110500,Cross-Naginata,Dragonkin,Spear,SpearNormal,0,0.30,D,1,0.35,D,1,0.75,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16110700,Cross-Naginata,Flame,Spear,SpearNormal,0,0.30,D,1,0.35,D,1,0.00,-,0,0.75,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
16111300,Cross-Naginata,Frenzy,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
16111600,Cross-Naginata,Frost,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
16110400,Cross-Naginata,Glint,Spear,SpearNormal,0,0.30,D,1,0.35,D,1,0.85,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16111500,Cross-Naginata,Godslayer,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
16110800,Cross-Naginata,Golden,Spear,SpearNormal,0,0.30,D,1,0.35,D,1,0.00,-,0,0.85,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
16110600,Cross-Naginata,Gravity,Spear,SpearNormal,0,0.30,D,1,0.35,D,1,0.85,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16110100,Cross-Naginata,Heavy,Spear,SpearNormal,0,0.75,C,1,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16110200,Cross-Naginata,Keen,Spear,SpearNormal,0,0.20,E,1,1.10,B,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16111200,Cross-Naginata,Lava,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
16112100,Cross-Naginata,Mystic,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
16111100,Cross-Naginata,Night,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
16110300,Cross-Naginata,Quality,Spear,SpearNormal,0,0.50,D,1,0.80,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16111900,Cross-Naginata,Rotten,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
16110000,Cross-Naginata,Standard,Spear,SpearNormal,0,0.40,D,1,0.65,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16112000,Cross-Naginata,Storm,Spear,SpearNormal,0,0.25,D,1,0.30,D,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
32200000,Crossed-Tree Towershield,Standard,Greatshield,ShieldLarge,0,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
32030000,Crucible Hornshield,Standard,Greatshield,ShieldLarge,0,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
16180000,Crucifix of Eochaid,Standard,Spear,SpearNormal,0,0.35,D,1,0.55,D,1,0.80,C,1,0.00,-,0,0.80,C,1,STR|DEX|INT|ARC,FAI
1050000,Crystal Knife,Standard,Dagger,Dagger,0,0.10,E,1,0.30,D,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16020000,Crystal Spear,Standard,Spear,SpearNormal,0,0.55,D,1,0.65,C,1,0.95,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
2150000,Crystal Sword,Standard,Straight Sword,SwordNormal,0,0.18,E,1,0.17,E,1,0.75,C,1,0.75,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
23170000,Crystaline Claw,Standard,Greataxe,AxeLarge,0,0.70,C,1,0.00,-,0,0.95,B,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
32250000,Cuckoo Greatshield,Standard,Greatshield,ShieldLarge,0,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
64520000,Curseblade's Cirque,Standard,Reverse-hand Blade,ReverseHandSword,0,0.45,D,1,1.15,B,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11031700,Curved Club,Aberrant,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
11031000,Curved Club,Bestial,Hammer,HammerNormal,0,0.25,D,1,0.20,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
11031800,Curved Club,Bloodflame,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
11031400,Curved Club,Death,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11030900,Curved Club,Draconic,Hammer,HammerNormal,0,0.25,D,1,0.20,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
11030500,Curved Club,Dragonkin,Hammer,HammerNormal,0,0.25,D,1,0.20,E,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
11030700,Curved Club,Flame,Hammer,HammerNormal,0,0.25,D,1,0.20,E,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
11031300,Curved Club,Frenzy,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11031600,Curved Club,Frost,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
11030400,Curved Club,Glint,Hammer,HammerNormal,0,0.25,D,1,0.20,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
11031500,Curved Club,Godslayer,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11030800,Curved Club,Golden,Hammer,HammerNormal,0,0.25,D,1,0.20,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
11030600,Curved Club,Gravity,Hammer,HammerNormal,0,0.25,D,1,0.20,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
11030100,Curved Club,Heavy,Hammer,HammerNormal,0,1.10,B,1,0.20,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11030200,Curved Club,Keen,Hammer,HammerNormal,0,0.50,D,1,0.65,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11031200,Curved Club,Lava,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11032100,Curved Club,Mystic,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
11031100,Curved Club,Night,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
11030300,Curved Club,Quality,Hammer,HammerNormal,0,0.80,C,1,0.45,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11031900,Curved Club,Rotten,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
11030000,Curved Club,Standard,Hammer,HammerNormal,0,0.70,C,1,0.30,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11032000,Curved Club,Storm,Hammer,HammerNormal,0,0.20,E,1,0.15,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12081700,Curved Great Club,Aberrant,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
12081000,Curved Great Club,Bestial,Great Hammer,HammerLarge,0,0.25,D,1,0.20,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
12081800,Curved Great Club,Bloodflame,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
12081400,Curved Great Club,Death,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12080900,Curved Great Club,Draconic,Great Hammer,HammerLarge,0,0.25,D,1,0.20,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
12080500,Curved Great Club,Dragonkin,Great Hammer,HammerLarge,0,0.25,D,1,0.20,E,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
12080700,Curved Great Club,Flame,Great Hammer,HammerLarge,0,0.25,D,1,0.20,E,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
12081300,Curved Great Club,Frenzy,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12081600,Curved Great Club,Frost,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
12080400,Curved Great Club,Glint,Great Hammer,HammerLarge,0,0.25,D,1,0.20,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
12081500,Curved Great Club,Godslayer,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12080800,Curved Great Club,Golden,Great Hammer,HammerLarge,0,0.25,D,1,0.20,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
12080600,Curved Great Club,Gravity,Great Hammer,HammerLarge,0,0.25,D,1,0.20,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
12080100,Curved Great Club,Heavy,Great Hammer,HammerLarge,0,1.10,B,1,0.20,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12080200,Curved Great Club,Keen,Great Hammer,HammerLarge,0,0.50,D,1,0.65,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12081200,Curved Great Club,Lava,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12082100,Curved Great Club,Mystic,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
12081100,Curved Great Club,Night,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12080300,Curved Great Club,Quality,Great Hammer,HammerLarge,0,0.80,C,1,0.45,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12081900,Curved Great Club,Rotten,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
12080000,Curved Great Club,Standard,Great Hammer,HammerLarge,0,0.65,C,1,0.30,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12082000,Curved Great Club,Storm,Great Hammer,HammerLarge,0,0.20,E,1,0.15,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
21020000,Daergraf's Opus,Standard,Fist,Knuckle,0,0.65,C,1,0.10,E,1,1.05,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
1001700,Dagger,Aberrant,Dagger,Dagger,0,0.05,E,1,0.40,D,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
1001000,Dagger,Bestial,Dagger,Dagger,0,0.10,E,1,0.40,D,1,0.00,-,0,0.95,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
1001800,Dagger,Bloodflame,Dagger,Dagger,0,0.05,E,1,0.40,D,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
1001400,Dagger,Death,Dagger,Dagger,0,0.05,E,1,0.40,D,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
1000900,Dagger,Draconic,Dagger,Dagger,0,0.10,E,1,0.40,D,1,0.00,-,0,0.95,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
1000500,Dagger,Dragonkin,Dagger,Dagger,0,0.10,E,1,0.40,D,1,0.85,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
1000700,Dagger,Flame,Dagger,Dagger,0,0.10,E,1,0.40,D,1,0.00,-,0,0.85,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
1001300,Dagger,Frenzy,Dagger,Dagger,0,0.05,E,1,0.40,D,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
