aow_id,name,bleed_buildup_add,frost_buildup_add,poison_buildup_add,scarlet_rot_buildup_add,valid_weapon_types,valid_affinities
506,Concussive Smash,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
507,Golden Slam,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
508,Shabriri's Revenge,0,0,0,0,AxeLarge|AxhammerLarge|HammerLarge|SpearHeavy|SwordGigantic,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
509,Hoarah Loux's Earthshaker,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
600,Scorched Earth,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
601,Royal Knight's Resolve,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
602,Assassin's Gambit,0,0,0,0,Dagger|LightGreatsword|SwordDoubleEdge|SwordNormal|SwordPierce|ThrowingWeapon|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
603,Golden Vow,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
604,Sacred Order,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
605,Storm of the Ancients,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearLarge|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
606,Seppuku,0,0,0,0,GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordLarge|SwordNormal|SwordPierce|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
607,Cragblade,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
608,Deflecting Ash,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|ShieldLarge|ShieldNormal|ShieldSmall|Sickle|SpearAxe|SpearHeavy|SpearNormal|Staff|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|Talisman|ThrowingWeapon|ThrustingShield|Torch|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
650,Barbaric Roar,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
651,War Cry,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
652,Beast's Roar,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
653,Troll's Roar,0,0,0,0,AxeLarge|AxhammerLarge|GreatKatana|HammerLarge|RapierHeavy|SaberLarge|SwordGigantic|SwordLarge,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
654,Braggart's Roar,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
700,Endure,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
701,Whirling Iceblades,0,0,0,0,ShieldLarge|ShieldNormal|ShieldSmall|ThrustingShield,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
702,Holy Ground,0,0,0,0,ShieldLarge|ShieldNormal|ShieldSmall|ThrustingShield,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
800,Quickstep,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
801,Bloodhound's Step,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
802,Raptor of the Mists,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
805,Assassin’s Feint,0,0,0,0,Dagger|LightGreatsword|RapierHeavy|SwordLarge|SwordNormal|SwordPierce|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
807,Flame Arc,0,0,0,0,AxeLarge|AxeNormal|GreatKatana|LightGreatsword|SaberLarge|SaberNormal|SwordGigantic|SwordLarge|SwordNormal|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
814,Dragonlord's Recall,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|ShieldLarge|ShieldNormal|ShieldSmall|Sickle|SpearAxe|SpearHeavy|SpearNormal|Staff|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|Talisman|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
850,Flowing Piercer,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
2000,Dryleaf Whirlwind,0,0,0,0,HandToHand,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
2001,Aspects of the Crucible: Wings,0,0,0,0,Dagger|GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4000,Spinning Gravity Thrust,0,0,0,0,GreatKatana|RapierHeavy|SaberLarge|SwordGigantic|SwordLarge,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4010,Palm Blast,0,0,0,0,HandToHand,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4020,Piercing Throw,0,0,0,0,ThrowingWeapon,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4030,Scattershot Throw,0,0,0,0,ThrowingWeapon,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4040,Wall of Sparks,0,0,0,0,PerfumeBottle,Standard
4050,Rolling Sparks,0,0,0,0,PerfumeBottle,Standard
4060,Raging Beast,0,0,0,0,BeastClaw,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4070,Savage Claws,0,0,0,0,BeastClaw,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4090,Blind Spot,0,0,0,0,ReverseHandSword,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4100,Swift Slash,0,0,0,0,ReverseHandSword,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4110,Overhead Stance,0,0,0,0,GreatKatana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4120,Wing Stance,0,0,0,0,LightGreatsword,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4130,Blinkbolt,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|ShieldLarge|ShieldNormal|ShieldSmall|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4140,Flame Skewer,0,0,0,0,GreatKatana|LightGreatsword|RapierHeavy|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4150,Savage Lion's Claw,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Flail|GreatKatana|HammerLarge|HammerNormal|LightGreatsword|SaberLarge|SaberNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4160,Divine Beast Frost Stomp,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4170,Flame Spear,0,0,0,0,Dagger|GreatKatana|LightGreatsword|RapierHeavy|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4180,Carian Sovereignty,0,0,0,0,Dagger|GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SwordDoubleEdge|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4190,Shriek of Sorrow,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4210,Igon's Drake Hunt,0,0,0,0,BowLarge,Standard
4220,Ghostflame Call,0,0,0,0,GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SpearAxe|SpearHeavy|SpearNormal|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
4230,Abyssal Flame Shot,0,0,0,0,BowLarge,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
5050,The Poison Flower Blooms Twice,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
8000,Shield Strike,0,0,0,0,ShieldLarge|ShieldNormal|ShieldSmall|ThrustingShield,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
