weapon_id,name,affinity,weapon_type_name,weapon_type_keys,attack_element_correct_id,str_scaling,str_grade,str_effective,dex_scaling,dex_grade,dex_effective,int_scaling,int_grade,int_effective,fai_scaling,fai_grade,fai_effective,arc_scaling,arc_grade,arc_effective,usable_stats,dead_stats
1061200,Celebrant's Occult Sickle,Occult,Dagger,Dagger,10013,0.06,E,1,0.26,D,1,0.00,-,0,0.00,-,0,0.73,C,1,STR|DEX|ARC,INT|FAI
12131200,Celebrant's Occult Skull,Occult,Great Hammer,HammerLarge,10013,0.16,E,1,0.16,E,1,0.00,-,0,0.00,-,0,0.71,C,1,STR|DEX|ARC,INT|FAI
14061000,Celebrant's Poison Cleaver,Poison,Axe,AxeNormal,10013,0.44,D,1,0.28,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
16061000,Celebrant's Poison Rib-Rake,Poison,Spear,SpearNormal,10013,0.18,E,1,0.51,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
1061000,Celebrant's Poison Sickle,Poison,Dagger,Dagger,10013,0.14,E,1,0.63,C,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
12131000,Celebrant's Poison Skull,Poison,Great Hammer,HammerLarge,10013,0.39,D,1,0.39,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
14060300,Celebrant's Quality Cleaver,Quality,Axe,AxeNormal,10000,0.55,D,1,0.55,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16060300,Celebrant's Quality Rib-Rake,Quality,Spear,SpearNormal,10000,0.50,D,1,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
1060300,Celebrant's Quality Sickle,Quality,Dagger,Dagger,10000,0.57,D,1,0.57,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12130300,Celebrant's Quality Skull,Quality,Great Hammer,HammerLarge,10000,0.56,D,1,0.56,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16060000,Celebrant's Rib-Rake,Standard,Spear,SpearNormal,10000,0.20,E,1,0.57,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14060700,Celebrant's Sacred Cleaver,Sacred,Axe,AxeNormal,10000,0.09,E,1,0.06,E,1,0.00,-,0,0.36,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
16060700,Celebrant's Sacred Rib-Rake,Sacred,Spear,SpearNormal,10000,0.04,E,1,0.11,E,1,0.00,-,0,0.37,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
1060700,Celebrant's Sacred Sickle,Sacred,Dagger,Dagger,10000,0.04,E,1,0.20,E,1,0.00,-,0,0.44,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
12130700,Celebrant's Sacred Skull,Sacred,Great Hammer,HammerLarge,10000,0.12,E,1,0.12,E,1,0.00,-,0,0.36,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
1060000,Celebrant's Sickle,Standard,Dagger,Dagger,10000,0.15,E,1,0.67,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12130000,Celebrant's Skull,Standard,Great Hammer,HammerLarge,10000,0.42,D,1,0.42,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
13041100,Chainlink Flail,Blood,Flail,Flail,10013,0.74,C,1,0.12,E,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
13040900,Chainlink Flail,Cold,Flail,Flail,10000,0.70,C,1,0.11,E,1,0.36,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
13040400,Chainlink Flail,Fire,Flail,Flail,10005,0.42,D,1,0.18,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
13040500,Chainlink Flail,Flame Art,Flail,Flail,10000,0.15,E,1,0.05,E,1,0.00,-,0,0.51,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
13040100,Chainlink Flail,Heavy,Flail,Flail,10000,0.70,C,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
13040200,Chainlink Flail,Keen,Flail,Flail,10000,0.18,E,1,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
13040600,Chainlink Flail,Lightning,Flail,Flail,10000,0.18,E,1,0.42,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
13040800,Chainlink Flail,Magic,Flail,Flail,10000,0.23,E,1,0.05,E,1,0.50,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
13041200,Chainlink Flail,Occult,Flail,Flail,10013,0.31,D,1,0.05,E,1,0.00,-,0,0.00,-,0,0.77,C,1,STR|DEX|ARC,INT|FAI
13041000,Chainlink Flail,Poison,Flail,Flail,10013,0.74,C,1,0.12,E,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
13040300,Chainlink Flail,Quality,Flail,Flail,10000,0.61,C,1,0.61,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
13040700,Chainlink Flail,Sacred,Flail,Flail,10000,0.15,E,1,0.05,E,1,0.00,-,0,0.51,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
13040000,Chainlink Flail,Standard,Flail,Flail,10000,0.78,C,1,0.13,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
61510000,Chilling Perfume Bottle,Standard,Perfume Bottle,PerfumeBottle,20000000,0.00,-,0,0.40,D,1,0.40,D,1,0.00,-,0,0.00,-,0,DEX|INT,STR|FAI|ARC
1110000,Cinquedea,Standard,Dagger,Dagger,10000,0.57,D,1,0.17,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
21130000,Cipher Pata,Standard,Fist,Knuckle,10000,0.00,-,0,0.00,-,0,0.00,-,0,0.80,C,1,0.00,-,0,FAI,STR|DEX|INT|ARC
34040000,Clawmark Seal,Standard,Seal,Talisman,30020,0.40,D,1,0.00,-,0,0.00,-,0,0.40,D,1,0.00,-,0,STR|FAI,DEX|INT|ARC
22500000,Claws of Night,Standard,Claw,Claw,20010000,0.00,-,0,0.71,C,1,0.00,-,0,0.00,-,0,0.00,-,0,DEX,STR|INT|FAI|ARC
16031100,Clayman's Blood Harpoon,Blood,Spear,SpearNormal,10013,0.47,D,1,0.14,E,1,0.47,D,1,0.00,-,0,0.30,D,1,STR|DEX|INT|ARC,FAI
16030900,Clayman's Cold Harpoon,Cold,Spear,SpearNormal,10000,0.45,D,1,0.13,E,1,0.33,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16030400,Clayman's Fire Harpoon,Fire,Spear,SpearNormal,10005,0.42,D,1,0.09,E,1,0.14,E,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16030500,Clayman's Flame Art Harpoon,Flame Art,Spear,SpearNormal,10000,0.10,E,1,0.04,E,1,0.14,E,1,0.52,D,1,0.00,-,0,STR|DEX|INT|FAI,ARC
16030000,Clayman's Harpoon,Standard,Spear,SpearNormal,10000,0.50,D,1,0.15,E,1,0.30,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16030100,Clayman's Heavy Harpoon,Heavy,Spear,SpearNormal,10000,0.63,C,1,0.00,-,0,0.19,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
16030200,Clayman's Keen Harpoon,Keen,Spear,SpearNormal,10000,0.19,E,1,0.45,D,1,0.19,E,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16030600,Clayman's Lightning Harpoon,Lightning,Spear,SpearNormal,10000,0.09,E,1,0.42,D,1,0.14,E,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16030800,Clayman's Magic Harpoon,Magic,Spear,SpearNormal,10000,0.10,E,1,0.04,E,1,0.42,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16031200,Clayman's Occult Harpoon,Occult,Spear,SpearNormal,10013,0.10,E,1,0.04,E,1,0.47,D,1,0.00,-,0,0.76,C,1,STR|DEX|INT|ARC,FAI
16031000,Clayman's Poison Harpoon,Poison,Spear,SpearNormal,10013,0.47,D,1,0.14,E,1,0.47,D,1,0.00,-,0,0.30,D,1,STR|DEX|INT|ARC,FAI
16030300,Clayman's Quality Harpoon,Quality,Spear,SpearNormal,10000,0.57,D,1,0.57,D,1,0.19,E,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16030700,Clayman's Sacred Harpoon,Sacred,Spear,SpearNormal,10000,0.10,E,1,0.04,E,1,0.14,E,1,0.52,D,1,0.00,-,0,STR|DEX|INT|FAI,ARC
3181100,Claymore,Blood,Greatsword,SwordLarge,10013,0.46,D,1,0.32,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
3180900,Claymore,Cold,Greatsword,SwordLarge,10000,0.44,D,1,0.30,D,1,0.37,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
3180400,Claymore,Fire,Greatsword,SwordLarge,10005,0.34,D,1,0.16,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3180500,Claymore,Flame Art,Greatsword,SwordLarge,10000,0.14,E,1,0.10,E,1,0.00,-,0,0.36,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
3180100,Claymore,Heavy,Greatsword,SwordLarge,10000,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
3180200,Claymore,Keen,Greatsword,SwordLarge,10000,0.16,E,1,0.43,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3180600,Claymore,Lightning,Greatsword,SwordLarge,10000,0.16,E,1,0.34,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3180800,Claymore,Magic,Greatsword,SwordLarge,10000,0.14,E,1,0.10,E,1,0.38,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
3181200,Claymore,Occult,Greatsword,SwordLarge,10013,0.19,E,1,0.13,E,1,0.00,-,0,0.00,-,0,0.70,C,1,STR|DEX|ARC,INT|FAI
3181000,Claymore,Poison,Greatsword,SwordLarge,10013,0.46,D,1,0.32,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
3180300,Claymore,Quality,Greatsword,SwordLarge,10000,0.54,D,1,0.54,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3180700,Claymore,Sacred,Greatsword,SwordLarge,10000,0.14,E,1,0.10,E,1,0.00,-,0,0.36,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
3180000,Claymore,Standard,Greatsword,SwordLarge,10000,0.49,D,1,0.34,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
5011100,Cleanrot Knight's Blood Sword,Blood,Thrusting Sword,SwordPierce,10013,0.40,D,1,0.27,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
5010900,Cleanrot Knight's Cold Sword,Cold,Thrusting Sword,SwordPierce,10000,0.40,D,1,0.27,D,1,0.33,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
5010400,Cleanrot Knight's Fire Sword,Fire,Thrusting Sword,SwordPierce,10005,0.31,D,1,0.07,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
5010500,Cleanrot Knight's Flame Art Sword,Flame Art,Thrusting Sword,SwordPierce,10000,0.09,E,1,0.06,E,1,0.00,-,0,0.37,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
5010100,Cleanrot Knight's Heavy Sword,Heavy,Thrusting Sword,SwordPierce,10000,0.45,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
5010200,Cleanrot Knight's Keen Sword,Keen,Thrusting Sword,SwordPierce,10000,0.15,E,1,0.39,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
5010600,Cleanrot Knight's Lightning Sword,Lightning,Thrusting Sword,SwordPierce,10000,0.07,E,1,0.31,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
5010800,Cleanrot Knight's Magic Sword,Magic,Thrusting Sword,SwordPierce,10000,0.09,E,1,0.06,E,1,0.37,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
5011200,Cleanrot Knight's Occult Sword,Occult,Thrusting Sword,SwordPierce,10013,0.18,E,1,0.12,E,1,0.00,-,0,0.00,-,0,0.63,C,1,STR|DEX|ARC,INT|FAI
5011000,Cleanrot Knight's Poison Sword,Poison,Thrusting Sword,SwordPierce,10013,0.40,D,1,0.27,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
5010300,Cleanrot Knight's Quality Sword,Quality,Thrusting Sword,SwordPierce,10000,0.51,D,1,0.51,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
5010700,Cleanrot Knight's Sacred Sword,Sacred,Thrusting Sword,SwordPierce,10000,0.09,E,1,0.06,E,1,0.00,-,0,0.37,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
5010000,Cleanrot Knight's Sword,Standard,Thrusting Sword,SwordPierce,10000,0.45,D,1,0.30,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16040000,Cleanrot Spear,Standard,Spear,SpearNormal,10000,0.35,D,1,0.35,D,1,0.00,-,0,0.25,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
21110000,Clinging Bone,Standard,Fist,Knuckle,10100,0.10,E,1,0.65,C,1,0.00,-,0,0.00,-,0,0.35,D,1,STR|DEX|ARC,INT|FAI
11010900,Club,Cold,Hammer,HammerNormal,10000,0.67,C,1,0.00,-,0,0.37,D,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
11010400,Club,Fire,Hammer,HammerNormal,10005,0.41,D,1,0.07,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11010500,Club,Flame Art,Hammer,HammerNormal,10000,0.18,E,1,0.00,-,0,0.00,-,0,0.48,D,1,0.00,-,0,STR|FAI,DEX|INT|ARC
11010100,Club,Heavy,Hammer,HammerNormal,10000,0.57,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
11010200,Club,Keen,Hammer,HammerNormal,10000,0.07,E,1,0.52,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11010600,Club,Lightning,Hammer,HammerNormal,10000,0.07,E,1,0.41,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11010800,Club,Magic,Hammer,HammerNormal,10000,0.30,D,1,0.00,-,0,0.45,D,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
11011200,Club,Occult,Hammer,HammerNormal,10013,0.60,C,1,0.00,-,0,0.00,-,0,0.00,-,0,0.71,C,1,STR|ARC,DEX|INT|FAI
11011000,Club,Poison,Hammer,HammerNormal,10013,0.71,C,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
11010300,Club,Quality,Hammer,HammerNormal,10000,0.61,C,1,0.61,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
11010700,Club,Sacred,Hammer,HammerNormal,10000,0.18,E,1,0.00,-,0,0.00,-,0,0.48,D,1,0.00,-,0,STR|FAI,DEX|INT|ARC
11010000,Club,Standard,Hammer,HammerNormal,10000,0.75,C,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
2110000,Coded Sword,Standard,Straight Sword,SwordNormal,10000,0.00,-,0,0.00,-,0,0.00,-,0,0.95,B,1,0.00,-,0,FAI,STR|DEX|INT|ARC
30200000,Coil Shield,Standard,Small Shield,ShieldSmall,10000,0.24,E,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
18040000,Commander's Standard,Standard,Halberd,SpearAxe,10000,0.55,D,1,0.30,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
40050000,Composite Bow,Standard,Light Bow,BowSmall,10000,0.15,E,1,0.28,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12170000,Cranial Vessel Candlestand,Standard,Great Hammer,HammerLarge,10000,0.55,D,1,0.15,E,1,0.00,-,0,0.55,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
43110000,Crepus's Black-Key Crossbow,Standard,Crossbow,ClossBow,10000,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,,STR|DEX|INT|FAI|ARC
15031100,Crescent Moon Axe,Blood,Greataxe,AxeLarge,10013,0.35,D,1,0.44,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
15030900,Crescent Moon Axe,Cold,Greataxe,AxeLarge,10000,0.35,D,1,0.44,D,1,0.30,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
15030400,Crescent Moon Axe,Fire,Greataxe,AxeLarge,10005,0.36,D,1,0.08,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
15030500,Crescent Moon Axe,Flame Art,Greataxe,AxeLarge,10000,0.11,E,1,0.14,E,1,0.00,-,0,0.35,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
15030100,Crescent Moon Axe,Heavy,Greataxe,AxeLarge,10000,0.51,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
15030200,Crescent Moon Axe,Keen,Greataxe,AxeLarge,10000,0.13,E,1,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
15030600,Crescent Moon Axe,Lightning,Greataxe,AxeLarge,10000,0.08,E,1,0.36,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
15030800,Crescent Moon Axe,Magic,Greataxe,AxeLarge,10000,0.11,E,1,0.14,E,1,0.39,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
15031200,Crescent Moon Axe,Occult,Greataxe,AxeLarge,10013,0.15,E,1,0.19,E,1,0.00,-,0,0.00,-,0,0.74,C,1,STR|DEX|ARC,INT|FAI
15031000,Crescent Moon Axe,Poison,Greataxe,AxeLarge,10013,0.35,D,1,0.44,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
15030300,Crescent Moon Axe,Quality,Greataxe,AxeLarge,10000,0.58,D,1,0.58,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
15030700,Crescent Moon Axe,Sacred,Greataxe,AxeLarge,10000,0.11,E,1,0.14,E,1,0.00,-,0,0.35,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
15030000,Crescent Moon Axe,Standard,Greataxe,AxeLarge,10000,0.39,D,1,0.49,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16111100,Cross-Naginata,Blood,Spear,SpearNormal,10013,0.22,E,1,0.54,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
16110900,Cross-Naginata,Cold,Spear,SpearNormal,10000,0.22,E,1,0.54,D,1,0.34,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16110400,Cross-Naginata,Fire,Spear,SpearNormal,10005,0.36,D,1,0.08,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16110500,Cross-Naginata,Flame Art,Spear,SpearNormal,10000,0.05,E,1,0.12,E,1,0.00,-,0,0.41,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
16110100,Cross-Naginata,Heavy,Spear,SpearNormal,10000,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
16110200,Cross-Naginata,Keen,Spear,SpearNormal,10000,0.17,E,1,0.61,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16110600,Cross-Naginata,Lightning,Spear,SpearNormal,10000,0.08,E,1,0.36,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16110800,Cross-Naginata,Magic,Spear,SpearNormal,10000,0.05,E,1,0.12,E,1,0.42,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16111200,Cross-Naginata,Occult,Spear,SpearNormal,10013,0.10,E,1,0.24,E,1,0.00,-,0,0.00,-,0,0.72,C,1,STR|DEX|ARC,INT|FAI
16111000,Cross-Naginata,Poison,Spear,SpearNormal,10013,0.22,E,1,0.54,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
16110300,Cross-Naginata,Quality,Spear,SpearNormal,10000,0.54,D,1,0.54,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16110700,Cross-Naginata,Sacred,Spear,SpearNormal,10000,0.05,E,1,0.12,E,1,0.00,-,0,0.41,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
16110000,Cross-Naginata,Standard,Spear,SpearNormal,10000,0.25,D,1,0.60,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32201100,Crossed-Tree Towershield,Blood,Greatshield,ShieldLarge,10013,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
32200900,Crossed-Tree Towershield,Cold,Greatshield,ShieldLarge,10000,0.45,D,1,0.00,-,0,0.17,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
32200400,Crossed-Tree Towershield,Fire,Greatshield,ShieldLarge,10005,0.27,D,1,0.10,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32200500,Crossed-Tree Towershield,Flame Art,Greatshield,ShieldLarge,10000,0.20,E,1,0.00,-,0,0.00,-,0,0.22,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
32200100,Crossed-Tree Towershield,Heavy,Greatshield,ShieldLarge,10000,0.42,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
32200200,Crossed-Tree Towershield,Keen,Greatshield,ShieldLarge,10000,0.10,E,1,0.37,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32200600,Crossed-Tree Towershield,Lightning,Greatshield,ShieldLarge,10000,0.10,E,1,0.27,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32200800,Crossed-Tree Towershield,Magic,Greatshield,ShieldLarge,10000,0.15,E,1,0.00,-,0,0.20,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
32201200,Crossed-Tree Towershield,Occult,Greatshield,ShieldLarge,10013,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.45,D,1,STR|ARC,DEX|INT|FAI
32201000,Crossed-Tree Towershield,Poison,Greatshield,ShieldLarge,10013,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
32200300,Crossed-Tree Towershield,Quality,Greatshield,ShieldLarge,10000,0.47,D,1,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32200700,Crossed-Tree Towershield,Sacred,Greatshield,ShieldLarge,10000,0.20,E,1,0.00,-,0,0.00,-,0,0.22,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
32200000,Crossed-Tree Towershield,Standard,Greatshield,ShieldLarge,10000,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
32030000,Crucible Hornshield,Standard,Greatshield,ShieldLarge,10000,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
1050000,Crystal Knife,Standard,Dagger,Dagger,10000,0.40,D,1,0.25,D,1,0.50,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
16020000,Crystal Spear,Standard,Spear,SpearNormal,10000,0.21,E,1,0.51,D,1,0.20,E,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
33040000,Crystal Staff,Standard,Staff,Staff|Sorcery,20000,0.25,D,0,0.00,-,0,0.94,B,1,0.00,-,0,0.00,-,0,INT,STR|DEX|FAI|ARC
2150000,Crystal Sword,Standard,Straight Sword,SwordNormal,10000,0.45,D,1,0.15,E,1,0.32,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
32251100,Cuckoo Greatshield,Blood,Greatshield,ShieldLarge,10013,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
32250900,Cuckoo Greatshield,Cold,Greatshield,ShieldLarge,10000,0.45,D,1,0.00,-,0,0.17,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
32250400,Cuckoo Greatshield,Fire,Greatshield,ShieldLarge,10005,0.27,D,1,0.10,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32250500,Cuckoo Greatshield,Flame Art,Greatshield,ShieldLarge,10000,0.20,E,1,0.00,-,0,0.00,-,0,0.22,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
32250100,Cuckoo Greatshield,Heavy,Greatshield,ShieldLarge,10000,0.42,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
32250200,Cuckoo Greatshield,Keen,Greatshield,ShieldLarge,10000,0.10,E,1,0.37,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32250600,Cuckoo Greatshield,Lightning,Greatshield,ShieldLarge,10000,0.10,E,1,0.27,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32250800,Cuckoo Greatshield,Magic,Greatshield,ShieldLarge,10000,0.15,E,1,0.00,-,0,0.20,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
32251200,Cuckoo Greatshield,Occult,Greatshield,ShieldLarge,10013,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.45,D,1,STR|ARC,DEX|INT|FAI
32251000,Cuckoo Greatshield,Poison,Greatshield,ShieldLarge,10013,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
32250300,Cuckoo Greatshield,Quality,Greatshield,ShieldLarge,10000,0.47,D,1,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32250700,Cuckoo Greatshield,Sacred,Greatshield,ShieldLarge,10000,0.20,E,1,0.00,-,0,0.00,-,0,0.22,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
