sheet_row,aow_id,aow_name,raw_name,variant_weapon_type,skill_family,sequence_variant,hit_kind,hit_order,is_lacking_fp,is_damaging,atk_id,sp_effect_id0,sp_effect_id1,sp_effect_id2,sp_effect_id3,sp_effect_id4,overwrite_attack_element_correct_id,is_disable_both_hands_bonus,is_add_base_atk,is_arrow_attack,physical_attack_attribute,physical_mv,magic_mv,fire_mv,lightning_mv,holy_mv,attack_base_physical,attack_base_magic,attack_base_fire,attack_base_lightning,attack_base_holy,status_mv,weapon_buff_mv,poise_mv,stamina_cost,stamina_cost_mode
1025,124,Sword Dance,[Curved Sword] Sword Dance #1 [2],Curved Sword,Sword Dance,#1 [2],direct,2,0,1,300000471,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,15.0,weapon_scaled
1026,124,Sword Dance,[Curved Sword] Sword Dance #2,Curved Sword,Sword Dance,#2,direct,2,0,1,300000472,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,20.0,weapon_scaled
1027,124,Sword Dance,[Curved Sword] Sword Dance #1 [1] (Lacking FP),Curved Sword,Sword Dance,#1 [1],direct,1,1,1,300000475,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,15.0,weapon_scaled
1028,124,Sword Dance,[Curved Sword] Sword Dance #1 [2] (Lacking FP),Curved Sword,Sword Dance,#1 [2],direct,2,1,1,300000476,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,weapon_scaled
1029,124,Sword Dance,[Curved Sword] Sword Dance #2 (Lacking FP),Curved Sword,Sword Dance,#2,direct,2,1,1,300000477,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,105.0,20.0,weapon_scaled
1030,124,Sword Dance,[Backhand Blade] Sword Dance #1 [1],Backhand Blade,Sword Dance,#1 [1],direct,1,0,1,300000470,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,120.0,15.0,weapon_scaled
1031,124,Sword Dance,[Backhand Blade] Sword Dance #1 [2],Backhand Blade,Sword Dance,#1 [2],direct,2,0,1,300000471,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,15.0,weapon_scaled
1032,124,Sword Dance,[Backhand Blade] Sword Dance #2,Backhand Blade,Sword Dance,#2,direct,2,0,1,300000472,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,20.0,weapon_scaled
1033,124,Sword Dance,[Backhand Blade] Sword Dance #1 [1] (Lacking FP),Backhand Blade,Sword Dance,#1 [1],direct,1,1,1,300000475,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,15.0,weapon_scaled
1034,124,Sword Dance,[Backhand Blade] Sword Dance #1 [2] (Lacking FP),Backhand Blade,Sword Dance,#1 [2],direct,2,1,1,300000476,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,weapon_scaled
1035,124,Sword Dance,[Backhand Blade] Sword Dance #2 (Lacking FP),Backhand Blade,Sword Dance,#2,direct,2,1,1,300000477,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,105.0,20.0,weapon_scaled
1036,124,Sword Dance,[Katana] Sword Dance #1 [1],Katana,Sword Dance,#1 [1],direct,1,0,1,300000470,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,120.0,15.0,weapon_scaled
1037,124,Sword Dance,[Katana] Sword Dance #1 [2],Katana,Sword Dance,#1 [2],direct,2,0,1,300000471,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,15.0,weapon_scaled
1038,124,Sword Dance,[Katana] Sword Dance #2,Katana,Sword Dance,#2,direct,2,0,1,300000472,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,20.0,weapon_scaled
1039,124,Sword Dance,[Katana] Sword Dance #1 [1] (Lacking FP),Katana,Sword Dance,#1 [1],direct,1,1,1,300000475,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,15.0,weapon_scaled
1040,124,Sword Dance,[Katana] Sword Dance #1 [2] (Lacking FP),Katana,Sword Dance,#1 [2],direct,2,1,1,300000476,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,weapon_scaled
1041,124,Sword Dance,[Katana] Sword Dance #2 (Lacking FP),Katana,Sword Dance,#2,direct,2,1,1,300000477,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,105.0,20.0,weapon_scaled
1042,124,Sword Dance,[Axe] Sword Dance #1 [1],Axe,Sword Dance,#1 [1],direct,1,0,1,300000470,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,120.0,15.0,weapon_scaled
1043,124,Sword Dance,[Axe] Sword Dance #1 [2],Axe,Sword Dance,#1 [2],direct,2,0,1,300000471,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,15.0,weapon_scaled
1044,124,Sword Dance,[Axe] Sword Dance #2,Axe,Sword Dance,#2,direct,2,0,1,300000472,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,20.0,weapon_scaled
1045,124,Sword Dance,[Axe] Sword Dance #1 [1] (Lacking FP),Axe,Sword Dance,#1 [1],direct,1,1,1,300000475,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,15.0,weapon_scaled
1046,124,Sword Dance,[Axe] Sword Dance #1 [2] (Lacking FP),Axe,Sword Dance,#1 [2],direct,2,1,1,300000476,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,weapon_scaled
1047,124,Sword Dance,[Axe] Sword Dance #2 (Lacking FP),Axe,Sword Dance,#2,direct,2,1,1,300000477,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,105.0,20.0,weapon_scaled
1048,124,Sword Dance,[Greatsword] Sword Dance #1 [1],Greatsword,Sword Dance,#1 [1],direct,1,0,1,300000480,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,130.0,20.0,weapon_scaled
1049,124,Sword Dance,[Greatsword] Sword Dance #1 [2],Greatsword,Sword Dance,#1 [2],direct,2,0,1,300000481,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,130.0,15.0,weapon_scaled
1050,124,Sword Dance,[Greatsword] Sword Dance #2,Greatsword,Sword Dance,#2,direct,2,0,1,300000482,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,25.0,weapon_scaled
1051,124,Sword Dance,[Greatsword] Sword Dance #1 [1] (Lacking FP),Greatsword,Sword Dance,#1 [1],direct,1,1,1,300000485,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,20.0,weapon_scaled
1052,124,Sword Dance,[Greatsword] Sword Dance #1 [2] (Lacking FP),Greatsword,Sword Dance,#1 [2],direct,2,1,1,300000486,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,weapon_scaled
1053,124,Sword Dance,[Greatsword] Sword Dance #2 (Lacking FP),Greatsword,Sword Dance,#2,direct,2,1,1,300000487,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,105.0,25.0,weapon_scaled
1054,124,Sword Dance,[Curved Greatsword] Sword Dance #1 [1],Curved Greatsword,Sword Dance,#1 [1],direct,1,0,1,300000480,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,130.0,20.0,weapon_scaled
1055,124,Sword Dance,[Curved Greatsword] Sword Dance #1 [2],Curved Greatsword,Sword Dance,#1 [2],direct,2,0,1,300000481,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,130.0,15.0,weapon_scaled
1056,124,Sword Dance,[Curved Greatsword] Sword Dance #2,Curved Greatsword,Sword Dance,#2,direct,2,0,1,300000482,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,25.0,weapon_scaled
1057,124,Sword Dance,[Curved Greatsword] Sword Dance #1 [1] (Lacking FP),Curved Greatsword,Sword Dance,#1 [1],direct,1,1,1,300000485,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,20.0,weapon_scaled
1058,124,Sword Dance,[Curved Greatsword] Sword Dance #1 [2] (Lacking FP),Curved Greatsword,Sword Dance,#1 [2],direct,2,1,1,300000486,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,weapon_scaled
1059,124,Sword Dance,[Curved Greatsword] Sword Dance #2 (Lacking FP),Curved Greatsword,Sword Dance,#2,direct,2,1,1,300000487,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,105.0,25.0,weapon_scaled
1060,124,Sword Dance,[Great Katana] Sword Dance #1 [1],Great Katana,Sword Dance,#1 [1],direct,1,0,1,300000480,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,130.0,20.0,weapon_scaled
1061,124,Sword Dance,[Great Katana] Sword Dance #1 [2],Great Katana,Sword Dance,#1 [2],direct,2,0,1,300000481,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,130.0,15.0,weapon_scaled
1062,124,Sword Dance,[Great Katana] Sword Dance #2,Great Katana,Sword Dance,#2,direct,2,0,1,300000482,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,25.0,weapon_scaled
1063,124,Sword Dance,[Great Katana] Sword Dance #1 [1] (Lacking FP),Great Katana,Sword Dance,#1 [1],direct,1,1,1,300000485,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,20.0,weapon_scaled
1064,124,Sword Dance,[Great Katana] Sword Dance #1 [2] (Lacking FP),Great Katana,Sword Dance,#1 [2],direct,2,1,1,300000486,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,weapon_scaled
1065,124,Sword Dance,[Great Katana] Sword Dance #2 (Lacking FP),Great Katana,Sword Dance,#2,direct,2,1,1,300000487,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,105.0,25.0,weapon_scaled
1066,124,Sword Dance,[Greataxe] Sword Dance #1 [1],Greataxe,Sword Dance,#1 [1],direct,1,0,1,300000480,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,130.0,20.0,weapon_scaled
1067,124,Sword Dance,[Greataxe] Sword Dance #1 [2],Greataxe,Sword Dance,#1 [2],direct,2,0,1,300000481,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,130.0,15.0,weapon_scaled
1068,124,Sword Dance,[Greataxe] Sword Dance #2,Greataxe,Sword Dance,#2,direct,2,0,1,300000482,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,25.0,weapon_scaled
1069,124,Sword Dance,[Greataxe] Sword Dance #1 [1] (Lacking FP),Greataxe,Sword Dance,#1 [1],direct,1,1,1,300000485,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,20.0,weapon_scaled
1070,124,Sword Dance,[Greataxe] Sword Dance #1 [2] (Lacking FP),Greataxe,Sword Dance,#1 [2],direct,2,1,1,300000486,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,weapon_scaled
1071,124,Sword Dance,[Greataxe] Sword Dance #2 (Lacking FP),Greataxe,Sword Dance,#2,direct,2,1,1,300000487,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,105.0,25.0,weapon_scaled
1072,124,Sword Dance,[Spear] Sword Dance #1 [1],Spear,Sword Dance,#1 [1],direct,1,0,1,300000490,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,120.0,20.0,weapon_scaled
1073,124,Sword Dance,[Spear] Sword Dance #1 [2],Spear,Sword Dance,#1 [2],direct,2,0,1,300000491,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,15.0,weapon_scaled
1074,124,Sword Dance,[Spear] Sword Dance #2,Spear,Sword Dance,#2,direct,2,0,1,300000492,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,155.0,155.0,155.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,155.0,25.0,weapon_scaled
1075,124,Sword Dance,[Spear] Sword Dance #1 [1] (Lacking FP),Spear,Sword Dance,#1 [1],direct,1,1,1,300000495,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,95.0,20.0,weapon_scaled
1076,124,Sword Dance,[Spear] Sword Dance #1 [2] (Lacking FP),Spear,Sword Dance,#1 [2],direct,2,1,1,300000496,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,95.0,15.0,weapon_scaled
1077,124,Sword Dance,[Spear] Sword Dance #2 (Lacking FP),Spear,Sword Dance,#2,direct,2,1,1,300000497,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,110.0,25.0,weapon_scaled
1078,124,Sword Dance,[Halberd] Sword Dance #1 [1],Halberd,Sword Dance,#1 [1],direct,1,0,1,300000490,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,120.0,20.0,weapon_scaled
1079,124,Sword Dance,[Halberd] Sword Dance #1 [2],Halberd,Sword Dance,#1 [2],direct,2,0,1,300000491,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,15.0,weapon_scaled
1080,124,Sword Dance,[Halberd] Sword Dance #2,Halberd,Sword Dance,#2,direct,2,0,1,300000492,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,155.0,155.0,155.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,155.0,25.0,weapon_scaled
1081,124,Sword Dance,[Halberd] Sword Dance #1 [1] (Lacking FP),Halberd,Sword Dance,#1 [1],direct,1,1,1,300000495,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,95.0,20.0,weapon_scaled
1082,124,Sword Dance,[Halberd] Sword Dance #1 [2] (Lacking FP),Halberd,Sword Dance,#1 [2],direct,2,1,1,300000496,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,95.0,15.0,weapon_scaled
1083,124,Sword Dance,[Halberd] Sword Dance #2 (Lacking FP),Halberd,Sword Dance,#2,direct,2,1,1,300000497,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,110.0,25.0,weapon_scaled
1084,124,Sword Dance,[Reaper] Sword Dance #1 [1],Reaper,Sword Dance,#1 [1],direct,1,0,1,300000490,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,120.0,20.0,weapon_scaled
1085,124,Sword Dance,[Reaper] Sword Dance #1 [2],Reaper,Sword Dance,#1 [2],direct,2,0,1,300000491,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,15.0,weapon_scaled
1086,124,Sword Dance,[Reaper] Sword Dance #2,Reaper,Sword Dance,#2,direct,2,0,1,300000492,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,155.0,155.0,155.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,155.0,25.0,weapon_scaled
1087,124,Sword Dance,[Reaper] Sword Dance #1 [1] (Lacking FP),Reaper,Sword Dance,#1 [1],direct,1,1,1,300000495,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,95.0,20.0,weapon_scaled
1088,124,Sword Dance,[Reaper] Sword Dance #1 [2] (Lacking FP),Reaper,Sword Dance,#1 [2],direct,2,1,1,300000496,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,95.0,15.0,weapon_scaled
1089,124,Sword Dance,[Reaper] Sword Dance #2 (Lacking FP),Reaper,Sword Dance,#2,direct,2,1,1,300000497,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,110.0,25.0,weapon_scaled
1090,124,Sword Dance,[Twinblade] Sword Dance #1 [1],Twinblade,Sword Dance,#1 [1],direct,1,0,1,301000490,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,120.0,20.0,weapon_scaled
1091,124,Sword Dance,[Twinblade] Sword Dance #1 [2],Twinblade,Sword Dance,#1 [2],direct,2,0,1,301000491,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,15.0,weapon_scaled
1092,124,Sword Dance,[Twinblade] Sword Dance #2,Twinblade,Sword Dance,#2,direct,2,0,1,301000492,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,25.0,weapon_scaled
1093,124,Sword Dance,[Twinblade] Sword Dance #1 [1] (Lacking FP),Twinblade,Sword Dance,#1 [1],direct,1,1,1,301000495,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,20.0,weapon_scaled
1094,124,Sword Dance,[Twinblade] Sword Dance #1 [2] (Lacking FP),Twinblade,Sword Dance,#1 [2],direct,2,1,1,301000496,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,weapon_scaled
1095,124,Sword Dance,[Twinblade] Sword Dance #2 (Lacking FP),Twinblade,Sword Dance,#2,direct,2,1,1,301000497,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,105.0,25.0,weapon_scaled
1224,200,Glintblade Phalanx,Glintblade Phalanx - Bullet,,Glintblade Phalanx,Bullet,bullet,1,0,1,300200867,-1,-1,-1,-1,-1,51080,1,1,0,pierce,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weapon_scaled
1225,200,Glintblade Phalanx,Glintblade Phalanx R2,,Glintblade Phalanx,R2,direct,2,0,1,300200865,6904,-1,-1,-1,-1,-1,1,0,0,adaptive_secondary,160.0,160.0,160.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,400.0,20.0,weapon_scaled
1226,200,Glintblade Phalanx,Glintblade Phalanx R2 (Lacking FP),,Glintblade Phalanx,R2,direct,2,1,1,300200866,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_secondary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,20.0,weapon_scaled
1386,201,Sacred Blade,Sacred Blade,,Sacred Blade,base,direct,1,0,1,300000166,6904,-1,-1,1665,1667,-1,1,0,0,adaptive_primary,65.0,65.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,weapon_scaled
1387,201,Sacred Blade,Sacred Blade - Bullet,,Sacred Blade,Bullet,bullet,1,0,1,300000160,-1,-1,-1,-1,-1,51070,1,1,0,standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,30.0,weapon_scaled
1388,201,Sacred Blade,Sacred Blade (Lacking FP),,Sacred Blade,base,direct,1,1,1,300000169,6904,-1,-1,1665,1667,-1,1,0,0,adaptive_primary,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,30.0,weapon_scaled
1480,202,Ice Spear,Ice Spear - Startup Spin,,Ice Spear,Startup Spin,direct,1,0,1,300200077,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,5.0,weapon_scaled
1481,202,Ice Spear,Ice Spear - Bullet,,Ice Spear,Bullet,bullet,1,0,1,300200075,6903,-1,-1,-1,-1,51100,1,1,0,standard,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,weapon_scaled
1482,202,Ice Spear,Ice Spear - Startup Spin (Lacking FP),,Ice Spear,Startup Spin,direct,1,1,1,300200078,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_primary,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,5.0,weapon_scaled
1483,202,Ice Spear,Ice Spear (Lacking FP),,Ice Spear,base,direct,1,1,1,300200076,6903,-1,-1,-1,-1,-1,1,0,0,adaptive_secondary,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,100.0,10.0,weapon_scaled
1220,203,Glintstone Pebble,Glintstone Pebble - Bullet,,Glintstone Pebble,Bullet,bullet,1,0,1,300200890,-1,-1,-1,-1,-1,51080,1,1,0,standard,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,weapon_scaled
1221,203,Glintstone Pebble,Glintstone Pebble R2,,Glintstone Pebble,R2,direct,2,0,1,300200895,6903,-1,-1,-1,-1,-1,1,1,0,adaptive_secondary,160.0,160.0,160.0,160.0,160.0,0.0,45.0,0.0,0.0,0.0,100.0,100.0,400.0,30.0,weapon_scaled
1222,203,Glintstone Pebble,Glintstone Pebble (Lacking FP),,Glintstone Pebble,base,direct,1,1,1,300200896,-1,-1,-1,-1,-1,-1,1,0,0,standard,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,10.0,weapon_scaled
1223,203,Glintstone Pebble,Glintstone Pebble R2 (Lacking FP),,Glintstone Pebble,R2,direct,2,1,1,300200897,6903,-1,-1,1665,1667,-1,1,0,0,adaptive_secondary,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,30.0,weapon_scaled
1456,204,Bloody Slash,Bloody Slash,,Bloody Slash,base,direct,1,0,1,300000057,-1,1764,-1,-1,-1,51120,1,1,0,standard,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,20.0,weapon_scaled
