weapon_id,name,affinity,effect_ids,bleed,frost,poison,sleep,madness,death
12191200,Brick Hammer,Occult,,0,0,0,0,0,0
12191000,Brick Hammer,Poison,106100,0,0,80,0,0,0
12190300,Brick Hammer,Quality,,0,0,0,0,0,0
12190700,Brick Hammer,Sacred,,0,0,0,0,0,0
12190000,Brick Hammer,Standard,,0,0,0,0,0,0
2021100,Broadsword,Blood,105000,57,0,0,0,0,0
2020900,Broadsword,Cold,107500,0,66,0,0,0,0
2020400,Broadsword,Fire,,0,0,0,0,0,0
2020500,Broadsword,Flame Art,,0,0,0,0,0,0
2020100,Broadsword,Heavy,,0,0,0,0,0,0
2020200,Broadsword,Keen,,0,0,0,0,0,0
2020600,Broadsword,Lightning,,0,0,0,0,0,0
2020800,Broadsword,Magic,,0,0,0,0,0,0
2021200,Broadsword,Occult,,0,0,0,0,0,0
2021000,Broadsword,Poison,106000,0,0,66,0,0,0
2020300,Broadsword,Quality,,0,0,0,0,0,0
2020700,Broadsword,Sacred,,0,0,0,0,0,0
2020000,Broadsword,Standard,,0,0,0,0,0,0
30000900,Buckler,Cold,107500,0,66,0,0,0,0
30000400,Buckler,Fire,,0,0,0,0,0,0
30000500,Buckler,Flame Art,,0,0,0,0,0,0
30000100,Buckler,Heavy,,0,0,0,0,0,0
30000200,Buckler,Keen,,0,0,0,0,0,0
30000600,Buckler,Lightning,,0,0,0,0,0,0
30000800,Buckler,Magic,,0,0,0,0,0,0
30001200,Buckler,Occult,,0,0,0,0,0,0
30001000,Buckler,Poison,106000,0,0,66,0,0,0
30000300,Buckler,Quality,,0,0,0,0,0,0
30000700,Buckler,Sacred,,0,0,0,0,0,0
30000000,Buckler,Standard,,0,0,0,0,0,0
15121100,Butchering Knife,Blood,105100|5151200|5151201,69,0,0,0,0,0
15120900,Butchering Knife,Cold,107600|5151200|5151201,0,80,0,0,0,0
15120400,Butchering Knife,Fire,5151200|5151201,0,0,0,0,0,0
15120500,Butchering Knife,Flame Art,5151200|5151201,0,0,0,0,0,0
15120100,Butchering Knife,Heavy,5151200|5151201,0,0,0,0,0,0
15120200,Butchering Knife,Keen,5151200|5151201,0,0,0,0,0,0
15120600,Butchering Knife,Lightning,5151200|5151201,0,0,0,0,0,0
15120800,Butchering Knife,Magic,5151200|5151201,0,0,0,0,0,0
15121200,Butchering Knife,Occult,5151200|5151201,0,0,0,0,0,0
15121000,Butchering Knife,Poison,106100|5151200|5151201,0,0,80,0,0,0
15120300,Butchering Knife,Quality,5151200|5151201,0,0,0,0,0,0
15120700,Butchering Knife,Sacred,5151200|5151201,0,0,0,0,0,0
15120000,Butchering Knife,Standard,5151200|5151201,0,0,0,0,0,0
21001100,Caestus,Blood,105000,57,0,0,0,0,0
21000900,Caestus,Cold,107500,0,66,0,0,0,0
21000400,Caestus,Fire,,0,0,0,0,0,0
21000500,Caestus,Flame Art,,0,0,0,0,0,0
21000100,Caestus,Heavy,,0,0,0,0,0,0
21000200,Caestus,Keen,,0,0,0,0,0,0
21000600,Caestus,Lightning,,0,0,0,0,0,0
21000800,Caestus,Magic,,0,0,0,0,0,0
21001200,Caestus,Occult,,0,0,0,0,0,0
21001000,Caestus,Poison,106000,0,0,66,0,0,0
21000300,Caestus,Quality,,0,0,0,0,0,0
21000700,Caestus,Sacred,,0,0,0,0,0,0
21000000,Caestus,Standard,,0,0,0,0,0,0
31251100,Candletree Wooden Shield,Blood,105000,57,0,0,0,0,0
31250900,Candletree Wooden Shield,Cold,107500,0,66,0,0,0,0
31250400,Candletree Wooden Shield,Fire,,0,0,0,0,0,0
31250500,Candletree Wooden Shield,Flame Art,,0,0,0,0,0,0
31250100,Candletree Wooden Shield,Heavy,,0,0,0,0,0,0
31250200,Candletree Wooden Shield,Keen,,0,0,0,0,0,0
31250600,Candletree Wooden Shield,Lightning,,0,0,0,0,0,0
31250800,Candletree Wooden Shield,Magic,,0,0,0,0,0,0
31251200,Candletree Wooden Shield,Occult,,0,0,0,0,0,0
31251000,Candletree Wooden Shield,Poison,106000,0,0,66,0,0,0
31250300,Candletree Wooden Shield,Quality,,0,0,0,0,0,0
31250700,Candletree Wooden Shield,Sacred,,0,0,0,0,0,0
31250000,Candletree Wooden Shield,Standard,,0,0,0,0,0,0
2211100,Cane Sword,Blood,105000,57,0,0,0,0,0
2210900,Cane Sword,Cold,107500,0,66,0,0,0,0
2210400,Cane Sword,Fire,,0,0,0,0,0,0
2210500,Cane Sword,Flame Art,,0,0,0,0,0,0
2210100,Cane Sword,Heavy,,0,0,0,0,0,0
2210200,Cane Sword,Keen,,0,0,0,0,0,0
2210600,Cane Sword,Lightning,,0,0,0,0,0,0
2210800,Cane Sword,Magic,,0,0,0,0,0,0
2211200,Cane Sword,Occult,,0,0,0,0,0,0
2211000,Cane Sword,Poison,106000,0,0,66,0,0,0
2210300,Cane Sword,Quality,,0,0,0,0,0,0
2210700,Cane Sword,Sacred,,0,0,0,0,0,0
2210000,Cane Sword,Standard,,0,0,0,0,0,0
33170000,Carian Glintblade Staff,Standard,1912,0,0,0,0,0,0
33210000,Carian Glintstone Staff,Standard,1911,0,0,0,0,0,0
31191100,Carian Knight's Bloody Shield,Blood,105000,57,0,0,0,0,0
31190900,Carian Knight's Cold Shield,Cold,107500,0,66,0,0,0,0
31190400,Carian Knight's Fire Shield,Fire,,0,0,0,0,0,0
31190500,Carian Knight's Flame Art Shield,Flame Art,,0,0,0,0,0,0
31190100,Carian Knight's Heavy Shield,Heavy,,0,0,0,0,0,0
31190200,Carian Knight's Keen Shield,Keen,,0,0,0,0,0,0
31190600,Carian Knight's Lightning Shield,Lightning,,0,0,0,0,0,0
31190800,Carian Knight's Magic Shield,Magic,,0,0,0,0,0,0
31191200,Carian Knight's Occult Shield,Occult,,0,0,0,0,0,0
31191000,Carian Knight's Poison Shield,Poison,106000,0,0,66,0,0,0
31190300,Carian Knight's Quality Shield,Quality,,0,0,0,0,0,0
31190700,Carian Knight's Sacred Shield,Sacred,,0,0,0,0,0,0
31190000,Carian Knight's Shield,Standard,,0,0,0,0,0,0
2180000,Carian Knight's Sword,Standard,,0,0,0,0,0,0
33090000,Carian Regal Scepter,Standard,1910,0,0,0,0,0,0
2530000,Carian Sorcery Sword,Standard,5025300|20018694,0,0,0,0,0,0
62511100,Carian Thrusting Shield,Blood,105000,57,0,0,0,0,0
62510900,Carian Thrusting Shield,Cold,107500,0,66,0,0,0,0
62510400,Carian Thrusting Shield,Fire,,0,0,0,0,0,0
62510500,Carian Thrusting Shield,Flame Art,,0,0,0,0,0,0
62510100,Carian Thrusting Shield,Heavy,,0,0,0,0,0,0
62510200,Carian Thrusting Shield,Keen,,0,0,0,0,0,0
62510600,Carian Thrusting Shield,Lightning,,0,0,0,0,0,0
62510800,Carian Thrusting Shield,Magic,,0,0,0,0,0,0
62511200,Carian Thrusting Shield,Occult,,0,0,0,0,0,0
62511000,Carian Thrusting Shield,Poison,106000,0,0,66,0,0,0
62510300,Carian Thrusting Shield,Quality,,0,0,0,0,0,0
62510700,Carian Thrusting Shield,Sacred,,0,0,0,0,0,0
62510000,Carian Thrusting Shield,Standard,,0,0,0,0,0,0
14061100,Celebrant's Blood Cleaver,Blood,105000|5140600|5010601,57,0,0,0,0,0
16061100,Celebrant's Blood Rib-Rake,Blood,105000|5160600|5010601,57,0,0,0,0,0
1061100,Celebrant's Blood Sickle,Blood,105000|5010600|5010601,57,0,0,0,0,0
12131100,Celebrant's Blood Skull,Blood,105100|5121300|5010601,69,0,0,0,0,0
14060000,Celebrant's Cleaver,Standard,5140600|5010601,0,0,0,0,0,0
14060900,Celebrant's Cold Cleaver,Cold,107500|5140600|5010601,0,66,0,0,0,0
16060900,Celebrant's Cold Rib-Rake,Cold,107500|5160600|5010601,0,66,0,0,0,0
1060900,Celebrant's Cold Sickle,Cold,107500|5010600|5010601,0,66,0,0,0,0
12130900,Celebrant's Cold Skull,Cold,107600|5121300|5010601,0,80,0,0,0,0
14060400,Celebrant's Fire Cleaver,Fire,5140600|5010601,0,0,0,0,0,0
16060400,Celebrant's Fire Rib-Rake,Fire,5160600|5010601,0,0,0,0,0,0
1060400,Celebrant's Fire Sickle,Fire,5010600|5010601,0,0,0,0,0,0
12130400,Celebrant's Fire Skull,Fire,5121300|5010601,0,0,0,0,0,0
14060500,Celebrant's Flame Art Cleaver Blades,Flame Art,5140600|5010601,0,0,0,0,0,0
16060500,Celebrant's Flame Art Rib-Rake,Flame Art,5160600|5010601,0,0,0,0,0,0
1060500,Celebrant's Flame Art Sickle,Flame Art,5010600|5010601,0,0,0,0,0,0
12130500,Celebrant's Flame Art Skull,Flame Art,5121300|5010601,0,0,0,0,0,0
14060100,Celebrant's Heavy Cleaver,Heavy,5140600|5010601,0,0,0,0,0,0
16060100,Celebrant's Heavy Rib-Rake,Heavy,5160600|5010601,0,0,0,0,0,0
1060100,Celebrant's Heavy Sickle,Heavy,5010600|5010601,0,0,0,0,0,0
12130100,Celebrant's Heavy Skull,Heavy,5121300|5010601,0,0,0,0,0,0
14060200,Celebrant's Keen Cleaver,Keen,5140600|5010601,0,0,0,0,0,0
16060200,Celebrant's Keen Rib-Rake,Keen,5160600|5010601,0,0,0,0,0,0
1060200,Celebrant's Keen Sickle,Keen,5010600|5010601,0,0,0,0,0,0
12130200,Celebrant's Keen Skull,Keen,5121300|5010601,0,0,0,0,0,0
14060600,Celebrant's Lightning Cleaver,Lightning,5140600|5010601,0,0,0,0,0,0
16060600,Celebrant's Lightning Rib-Rake,Lightning,5160600|5010601,0,0,0,0,0,0
1060600,Celebrant's Lightning Sickle,Lightning,5010600|5010601,0,0,0,0,0,0
12130600,Celebrant's Lightning Skull,Lightning,5121300|5010601,0,0,0,0,0,0
14060800,Celebrant's Magic Cleaver,Magic,5140600|5010601,0,0,0,0,0,0
16060800,Celebrant's Magic Rib-Rake,Magic,5160600|5010601,0,0,0,0,0,0
1060800,Celebrant's Magic Sickle,Magic,5010600|5010601,0,0,0,0,0,0
12130800,Celebrant's Magic Skull,Magic,5121300|5010601,0,0,0,0,0,0
14061200,Celebrant's Occult Cleaver,Occult,5140600|5010601,0,0,0,0,0,0
16061200,Celebrant's Occult Rib-Rake,Occult,5160600|5010601,0,0,0,0,0,0
1061200,Celebrant's Occult Sickle,Occult,5010600|5010601,0,0,0,0,0,0
12131200,Celebrant's Occult Skull,Occult,5121300|5010601,0,0,0,0,0,0
14061000,Celebrant's Poison Cleaver,Poison,106000|5140600|5010601,0,0,66,0,0,0
16061000,Celebrant's Poison Rib-Rake,Poison,106000|5160600|5010601,0,0,66,0,0,0
1061000,Celebrant's Poison Sickle,Poison,106000|5010600|5010601,0,0,66,0,0,0
12131000,Celebrant's Poison Skull,Poison,106100|5121300|5010601,0,0,80,0,0,0
14060300,Celebrant's Quality Cleaver,Quality,5140600|5010601,0,0,0,0,0,0
16060300,Celebrant's Quality Rib-Rake,Quality,5160600|5010601,0,0,0,0,0,0
1060300,Celebrant's Quality Sickle,Quality,5010600|5010601,0,0,0,0,0,0
12130300,Celebrant's Quality Skull,Quality,5121300|5010601,0,0,0,0,0,0
16060000,Celebrant's Rib-Rake,Standard,5160600|5010601,0,0,0,0,0,0
14060700,Celebrant's Sacred Cleaver,Sacred,5140600|5010601,0,0,0,0,0,0
16060700,Celebrant's Sacred Rib-Rake,Sacred,5160600|5010601,0,0,0,0,0,0
1060700,Celebrant's Sacred Sickle,Sacred,5010600|5010601,0,0,0,0,0,0
12130700,Celebrant's Sacred Skull,Sacred,5121300|5010601,0,0,0,0,0,0
1060000,Celebrant's Sickle,Standard,5010600|5010601,0,0,0,0,0,0
12130000,Celebrant's Skull,Standard,5121300|5010601,0,0,0,0,0,0
13041100,Chainlink Flail,Blood,105050,57,0,0,0,0,0
13040900,Chainlink Flail,Cold,6400|107500,45,66,0,0,0,0
13040400,Chainlink Flail,Fire,6401,50,0,0,0,0,0
13040500,Chainlink Flail,Flame Art,6401,50,0,0,0,0,0
13040100,Chainlink Flail,Heavy,6401,50,0,0,0,0,0
13040200,Chainlink Flail,Keen,6401,50,0,0,0,0,0
13040600,Chainlink Flail,Lightning,6401,50,0,0,0,0,0
13040800,Chainlink Flail,Magic,6401,50,0,0,0,0,0
13041200,Chainlink Flail,Occult,6400,45,0,0,0,0,0
13041000,Chainlink Flail,Poison,6400|106000,45,0,66,0,0,0
13040300,Chainlink Flail,Quality,6401,50,0,0,0,0,0
13040700,Chainlink Flail,Sacred,6401,50,0,0,0,0,0
13040000,Chainlink Flail,Standard,6401,50,0,0,0,0,0
61510000,Chilling Perfume Bottle,Standard,6701,0,60,0,0,0,0
1110000,Cinquedea,Standard,5011000,0,0,0,0,0,0
21130000,Cipher Pata,Standard,,0,0,0,0,0,0
34040000,Clawmark Seal,Standard,1925,0,0,0,0,0,0
22500000,Claws of Night,Standard,6400,45,0,0,0,0,0
16031100,Clayman's Blood Harpoon,Blood,105000,57,0,0,0,0,0
16030900,Clayman's Cold Harpoon,Cold,107500,0,66,0,0,0,0
16030400,Clayman's Fire Harpoon,Fire,,0,0,0,0,0,0
16030500,Clayman's Flame Art Harpoon,Flame Art,,0,0,0,0,0,0
16030000,Clayman's Harpoon,Standard,,0,0,0,0,0,0
16030100,Clayman's Heavy Harpoon,Heavy,,0,0,0,0,0,0
16030200,Clayman's Keen Harpoon,Keen,,0,0,0,0,0,0
16030600,Clayman's Lightning Harpoon,Lightning,,0,0,0,0,0,0
16030800,Clayman's Magic Harpoon,Magic,,0,0,0,0,0,0
16031200,Clayman's Occult Harpoon,Occult,,0,0,0,0,0,0
16031000,Clayman's Poison Harpoon,Poison,106000,0,0,66,0,0,0
16030300,Clayman's Quality Harpoon,Quality,,0,0,0,0,0,0
16030700,Clayman's Sacred Harpoon,Sacred,,0,0,0,0,0,0
3181100,Claymore,Blood,105100,69,0,0,0,0,0
3180900,Claymore,Cold,107600,0,80,0,0,0,0
3180400,Claymore,Fire,,0,0,0,0,0,0
3180500,Claymore,Flame Art,,0,0,0,0,0,0
3180100,Claymore,Heavy,,0,0,0,0,0,0
3180200,Claymore,Keen,,0,0,0,0,0,0
3180600,Claymore,Lightning,,0,0,0,0,0,0
3180800,Claymore,Magic,,0,0,0,0,0,0
3181200,Claymore,Occult,,0,0,0,0,0,0
3181000,Claymore,Poison,106100,0,0,80,0,0,0
3180300,Claymore,Quality,,0,0,0,0,0,0
3180700,Claymore,Sacred,,0,0,0,0,0,0
3180000,Claymore,Standard,,0,0,0,0,0,0
5011100,Cleanrot Knight's Blood Sword,Blood,105000,57,0,0,0,0,0
5010900,Cleanrot Knight's Cold Sword,Cold,107500,0,66,0,0,0,0
5010400,Cleanrot Knight's Fire Sword,Fire,,0,0,0,0,0,0
5010500,Cleanrot Knight's Flame Art Sword,Flame Art,,0,0,0,0,0,0
5010100,Cleanrot Knight's Heavy Sword,Heavy,,0,0,0,0,0,0
5010200,Cleanrot Knight's Keen Sword,Keen,,0,0,0,0,0,0
5010600,Cleanrot Knight's Lightning Sword,Lightning,,0,0,0,0,0,0
5010800,Cleanrot Knight's Magic Sword,Magic,,0,0,0,0,0,0
5011200,Cleanrot Knight's Occult Sword,Occult,,0,0,0,0,0,0
5011000,Cleanrot Knight's Poison Sword,Poison,106000,0,0,66,0,0,0
5010300,Cleanrot Knight's Quality Sword,Quality,,0,0,0,0,0,0
5010700,Cleanrot Knight's Sacred Sword,Sacred,,0,0,0,0,0,0
5010000,Cleanrot Knight's Sword,Standard,,0,0,0,0,0,0
16040000,Cleanrot Spear,Standard,5160400,0,0,0,0,0,0
21110000,Clinging Bone,Standard,,0,0,0,0,0,0
11010900,Club,Cold,107500,0,66,0,0,0,0
11010400,Club,Fire,,0,0,0,0,0,0
11010500,Club,Flame Art,,0,0,0,0,0,0
11010100,Club,Heavy,,0,0,0,0,0,0
11010200,Club,Keen,,0,0,0,0,0,0
11010600,Club,Lightning,,0,0,0,0,0,0
11010800,Club,Magic,,0,0,0,0,0,0
11011200,Club,Occult,,0,0,0,0,0,0
11011000,Club,Poison,106000,0,0,66,0,0,0
11010300,Club,Quality,,0,0,0,0,0,0
11010700,Club,Sacred,,0,0,0,0,0,0
11010000,Club,Standard,,0,0,0,0,0,0
2110000,Coded Sword,Standard,,0,0,0,0,0,0
30200000,Coil Shield,Standard,6502|5302000,0,0,72,0,0,0
18040000,Commander's Standard,Standard,,0,0,0,0,0,0
40050000,Composite Bow,Standard,1940,0,0,0,0,0,0
12170000,Cranial Vessel Candlestand,Standard,,0,0,0,0,0,0
43110000,Crepus's Black-Key Crossbow,Standard,,0,0,0,0,0,0
15031100,Crescent Moon Axe,Blood,105100,69,0,0,0,0,0
15030900,Crescent Moon Axe,Cold,107600,0,80,0,0,0,0
15030400,Crescent Moon Axe,Fire,,0,0,0,0,0,0
15030500,Crescent Moon Axe,Flame Art,,0,0,0,0,0,0
15030100,Crescent Moon Axe,Heavy,,0,0,0,0,0,0
15030200,Crescent Moon Axe,Keen,,0,0,0,0,0,0
15030600,Crescent Moon Axe,Lightning,,0,0,0,0,0,0
15030800,Crescent Moon Axe,Magic,,0,0,0,0,0,0
15031200,Crescent Moon Axe,Occult,,0,0,0,0,0,0
15031000,Crescent Moon Axe,Poison,106100,0,0,80,0,0,0
15030300,Crescent Moon Axe,Quality,,0,0,0,0,0,0
15030700,Crescent Moon Axe,Sacred,,0,0,0,0,0,0
15030000,Crescent Moon Axe,Standard,,0,0,0,0,0,0
16111100,Cross-Naginata,Blood,105050,57,0,0,0,0,0
16110900,Cross-Naginata,Cold,6400|107500,45,66,0,0,0,0
16110400,Cross-Naginata,Fire,6401,50,0,0,0,0,0
16110500,Cross-Naginata,Flame Art,6401,50,0,0,0,0,0
16110100,Cross-Naginata,Heavy,6401,50,0,0,0,0,0
16110200,Cross-Naginata,Keen,6401,50,0,0,0,0,0
16110600,Cross-Naginata,Lightning,6401,50,0,0,0,0,0
16110800,Cross-Naginata,Magic,6401,50,0,0,0,0,0
16111200,Cross-Naginata,Occult,6400,45,0,0,0,0,0
16111000,Cross-Naginata,Poison,6400|106000,45,0,66,0,0,0
16110300,Cross-Naginata,Quality,6401,50,0,0,0,0,0
16110700,Cross-Naginata,Sacred,6401,50,0,0,0,0,0
16110000,Cross-Naginata,Standard,6401,50,0,0,0,0,0
32201100,Crossed-Tree Towershield,Blood,105200,83,0,0,0,0,0
32200900,Crossed-Tree Towershield,Cold,107700,0,96,0,0,0,0
32200400,Crossed-Tree Towershield,Fire,,0,0,0,0,0,0
32200500,Crossed-Tree Towershield,Flame Art,,0,0,0,0,0,0
32200100,Crossed-Tree Towershield,Heavy,,0,0,0,0,0,0
32200200,Crossed-Tree Towershield,Keen,,0,0,0,0,0,0
32200600,Crossed-Tree Towershield,Lightning,,0,0,0,0,0,0
32200800,Crossed-Tree Towershield,Magic,,0,0,0,0,0,0
32201200,Crossed-Tree Towershield,Occult,,0,0,0,0,0,0
32201000,Crossed-Tree Towershield,Poison,106200,0,0,96,0,0,0
32200300,Crossed-Tree Towershield,Quality,,0,0,0,0,0,0
32200700,Crossed-Tree Towershield,Sacred,,0,0,0,0,0,0
32200000,Crossed-Tree Towershield,Standard,,0,0,0,0,0,0
32030000,Crucible Hornshield,Standard,,0,0,0,0,0,0
1050000,Crystal Knife,Standard,,0,0,0,0,0,0
16020000,Crystal Spear,Standard,,0,0,0,0,0,0
33040000,Crystal Staff,Standard,1914,0,0,0,0,0,0
2150000,Crystal Sword,Standard,,0,0,0,0,0,0
32251100,Cuckoo Greatshield,Blood,105200,83,0,0,0,0,0
32250900,Cuckoo Greatshield,Cold,107700,0,96,0,0,0,0
32250400,Cuckoo Greatshield,Fire,,0,0,0,0,0,0
32250500,Cuckoo Greatshield,Flame Art,,0,0,0,0,0,0
32250100,Cuckoo Greatshield,Heavy,,0,0,0,0,0,0
32250200,Cuckoo Greatshield,Keen,,0,0,0,0,0,0
32250600,Cuckoo Greatshield,Lightning,,0,0,0,0,0,0
32250800,Cuckoo Greatshield,Magic,,0,0,0,0,0,0
32251200,Cuckoo Greatshield,Occult,,0,0,0,0,0,0
32251000,Cuckoo Greatshield,Poison,106200,0,0,96,0,0,0
32250300,Cuckoo Greatshield,Quality,,0,0,0,0,0,0
32250700,Cuckoo Greatshield,Sacred,,0,0,0,0,0,0
32250000,Cuckoo Greatshield,Standard,,0,0,0,0,0,0
64520000,Curseblade's Cirque,Standard,6400,45,0,0,0,0,0
11031100,Curved Club,Blood,105000,57,0,0,0,0,0
11030900,Curved Club,Cold,107500,0,66,0,0,0,0
11030400,Curved Club,Fire,,0,0,0,0,0,0
11030500,Curved Club,Flame Art,,0,0,0,0,0,0
11030100,Curved Club,Heavy,,0,0,0,0,0,0
11030200,Curved Club,Keen,,0,0,0,0,0,0
11030600,Curved Club,Lightning,,0,0,0,0,0,0
11030800,Curved Club,Magic,,0,0,0,0,0,0
11031200,Curved Club,Occult,,0,0,0,0,0,0
11031000,Curved Club,Poison,106000,0,0,66,0,0,0
11030300,Curved Club,Quality,,0,0,0,0,0,0
11030700,Curved Club,Sacred,,0,0,0,0,0,0
11030000,Curved Club,Standard,,0,0,0,0,0,0
12081100,Curved Great Club,Blood,105100,69,0,0,0,0,0
12080900,Curved Great Club,Cold,107600,0,80,0,0,0,0
12080400,Curved Great Club,Fire,,0,0,0,0,0,0
12080500,Curved Great Club,Flame Art,,0,0,0,0,0,0
12080100,Curved Great Club,Heavy,,0,0,0,0,0,0
12080200,Curved Great Club,Keen,,0,0,0,0,0,0
12080600,Curved Great Club,Lightning,,0,0,0,0,0,0
12080800,Curved Great Club,Magic,,0,0,0,0,0,0
12081200,Curved Great Club,Occult,,0,0,0,0,0,0
12081000,Curved Great Club,Poison,106100,0,0,80,0,0,0
12080300,Curved Great Club,Quality,,0,0,0,0,0,0
12080700,Curved Great Club,Sacred,,0,0,0,0,0,0
12080000,Curved Great Club,Standard,,0,0,0,0,0,0
1001100,Dagger,Blood,105000,57,0,0,0,0,0
1000900,Dagger,Cold,107500,0,66,0,0,0,0
1000400,Dagger,Fire,,0,0,0,0,0,0
1000500,Dagger,Flame Art,,0,0,0,0,0,0
1000100,Dagger,Heavy,,0,0,0,0,0,0
1000200,Dagger,Keen,,0,0,0,0,0,0
1000600,Dagger,Lightning,,0,0,0,0,0,0
1000800,Dagger,Magic,,0,0,0,0,0,0
1001200,Dagger,Occult,,0,0,0,0,0,0
1001000,Dagger,Poison,106000,0,0,66,0,0,0
1000300,Dagger,Quality,,0,0,0,0,0,0
1000700,Dagger,Sacred,,0,0,0,0,0,0
1000000,Dagger,Standard,,0,0,0,0,0,0
7520000,Dancing Blade of Ranah,Standard,,0,0,0,0,0,0
60511100,Dane's Blood Footwork,Blood,105000,57,0,0,0,0,0
60510900,Dane's Cold Footwork,Cold,107500,0,66,0,0,0,0
60510400,Dane's Fire Footwork,Fire,,0,0,0,0,0,0
60510500,Dane's Flame Art Footwork,Flame Art,,0,0,0,0,0,0
60510000,Dane's Footwork,Standard,,0,0,0,0,0,0
60510100,Dane's Heavy Footwork,Heavy,,0,0,0,0,0,0
60510200,Dane's Keen Footwork,Keen,,0,0,0,0,0,0
60510600,Dane's Lightning Footwork,Lightning,,0,0,0,0,0,0
60510800,Dane's Magic Footwork,Magic,,0,0,0,0,0,0
60511200,Dane's Occult Footwork,Occult,,0,0,0,0,0,0
60511000,Dane's Poison Footwork,Poison,106000,0,0,66,0,0,0
60510300,Dane's Quality Footwork,Quality,,0,0,0,0,0,0
60510700,Dane's Sacred Footwork,Sacred,,0,0,0,0,0,0
3090000,Dark Moon Greatsword,Standard,6700,0,55,0,0,0,0
61540000,Deadly Poison Perfume Bottle,Standard,6511,0,0,66,0,0,0
15500000,Death Knight's Longhaft Axe,Standard,,0,0,0,0,0,0
14510000,Death Knight's Twin Axes,Standard,,0,0,0,0,0,0
16120000,Death Ritual Spear,Standard,,0,0,0,0,0,0
3200000,Death's Poker,Standard,6702,0,65,0,0,0,0
33060000,Demi-Human Queen's Staff,Standard,,0,0,0,0,0,0
23500000,Devonia's Hammer,Standard,,0,0,0,0,0,0
12200000,Devourer's Scepter,Standard,,0,0,0,0,0,0
33120000,Digger's Staff,Standard,1913,0,0,0,0,0,0
8021100,Dismounter,Blood,105100,69,0,0,0,0,0
8020900,Dismounter,Cold,107600,0,80,0,0,0,0
8020400,Dismounter,Fire,,0,0,0,0,0,0
8020500,Dismounter,Flame Art,,0,0,0,0,0,0
8020100,Dismounter,Heavy,,0,0,0,0,0,0
8020200,Dismounter,Keen,,0,0,0,0,0,0
8020600,Dismounter,Lightning,,0,0,0,0,0,0
8020800,Dismounter,Magic,,0,0,0,0,0,0
8021200,Dismounter,Occult,,0,0,0,0,0,0
8021000,Dismounter,Poison,106100,0,0,80,0,0,0
8020300,Dismounter,Quality,,0,0,0,0,0,0
8020700,Dismounter,Sacred,,0,0,0,0,0,0
8020000,Dismounter,Standard,,0,0,0,0,0,0
32021100,Distinguished Blood Greatshield,Blood,105200,83,0,0,0,0,0
32020900,Distinguished Cold Greatshield,Cold,107700,0,96,0,0,0,0
32020400,Distinguished Fire Greatshield,Fire,,0,0,0,0,0,0
32020500,Distinguished Flame Art Greatshield,Flame Art,,0,0,0,0,0,0
32020000,Distinguished Greatshield,Standard,,0,0,0,0,0,0
32020100,Distinguished Heavy Greatshield,Heavy,,0,0,0,0,0,0
32020200,Distinguished Keen Greatshield,Keen,,0,0,0,0,0,0
32020600,Distinguished Lightning Greatshield,Lightning,,0,0,0,0,0,0
32020800,Distinguished Magic Greatshield,Magic,,0,0,0,0,0,0
32021200,Distinguished Occult Greatshield,Occult,,0,0,0,0,0,0
32021000,Distinguished Poison Greatshield,Poison,106200,0,0,96,0,0,0
32020300,Distinguished Quality Greatshield,Quality,,0,0,0,0,0,0
32020700,Distinguished Sacred Greatshield,Sacred,,0,0,0,0,0,0
34080000,Dragon Communion Seal,Standard,1927,0,0,0,0,0,0
23060000,Dragon Greatclaw,Standard,,0,0,0,0,0,0
18140000,Dragon Halberd,Standard,,0,0,0,0,0,0
6040000,Dragon King's Cragblade,Standard,,0,0,0,0,0,0
32001100,Dragon Towershield,Blood,105200,83,0,0,0,0,0
32000900,Dragon Towershield,Cold,107700,0,96,0,0,0,0
32000400,Dragon Towershield,Fire,,0,0,0,0,0,0
32000500,Dragon Towershield,Flame Art,,0,0,0,0,0,0
32000100,Dragon Towershield,Heavy,,0,0,0,0,0,0
32000200,Dragon Towershield,Keen,,0,0,0,0,0,0
32000600,Dragon Towershield,Lightning,,0,0,0,0,0,0
32000800,Dragon Towershield,Magic,,0,0,0,0,0,0
32001200,Dragon Towershield,Occult,,0,0,0,0,0,0
32001000,Dragon Towershield,Poison,106200,0,0,96,0,0,0
32000300,Dragon Towershield,Quality,,0,0,0,0,0,0
32000700,Dragon Towershield,Sacred,,0,0,0,0,0,0
32000000,Dragon Towershield,Standard,,0,0,0,0,0,0
66510000,Dragon-Hunter's Great Katana,Standard,6402,55,0,0,0,0,0
32040000,Dragonclaw Shield,Standard,,0,0,0,0,0,0
9070000,Dragonscale Blade,Standard,,0,0,0,0,0,0
60501100,Dryleaf Arts,Blood,105000,57,0,0,0,0,0
60500900,Dryleaf Arts,Cold,107500,0,66,0,0,0,0
60500400,Dryleaf Arts,Fire,,0,0,0,0,0,0
60500500,Dryleaf Arts,Flame Art,,0,0,0,0,0,0
60500100,Dryleaf Arts,Heavy,,0,0,0,0,0,0
60500200,Dryleaf Arts,Keen,,0,0,0,0,0,0
60500600,Dryleaf Arts,Lightning,,0,0,0,0,0,0
60500800,Dryleaf Arts,Magic,,0,0,0,0,0,0
60501200,Dryleaf Arts,Occult,,0,0,0,0,0,0
60501000,Dryleaf Arts,Poison,106000,0,0,66,0,0,0
