record_id,aow_id,aow_name,sheet_row,source_kind,source_param_ids,effect_id,effect_name,parent_effect_id,link_kind,role,activation_action_id,activation_timing,hand_variant,is_canonical,is_supported,reason,duration_seconds,physical_attack_power,magic_attack_power,fire_attack_power,lightning_attack_power,holy_attack_power,bleed_buildup,frost_buildup,poison_buildup,scarlet_rot_buildup,sleep_buildup,madness_buildup,death_buildup,uses_status_correction,uses_attack_correction
734,650,Barbaric Roar,465,attack_param,300200964,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
735,650,Barbaric Roar,466,attack_param,300200965,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
736,650,Barbaric Roar,467,attack_param,300200960,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
737,650,Barbaric Roar,468,attack_param,300200961,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
738,650,Barbaric Roar,469,attack_param,300200962,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
739,650,Barbaric Roar,470,attack_param,300200968,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
740,650,Barbaric Roar,471,attack_param,300200969,6904,AccumuVal [10],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
741,650,Barbaric Roar,472,attack_param,300200966,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
742,650,Barbaric Roar,473,attack_param,300200967,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
743,650,Barbaric Roar,474,attack_param,306700953,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
744,650,Barbaric Roar,475,attack_param,306700954,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
745,650,Barbaric Roar,476,attack_param,306700955,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
746,650,Barbaric Roar,477,attack_param,306700950,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
747,650,Barbaric Roar,478,attack_param,306700951,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
748,650,Barbaric Roar,479,attack_param,306700952,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
749,650,Barbaric Roar,480,attack_param,306700958,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
750,650,Barbaric Roar,481,attack_param,306700959,6904,AccumuVal [10],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
751,650,Barbaric Roar,482,attack_param,306700956,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
752,650,Barbaric Roar,483,attack_param,306700957,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
753,650,Barbaric Roar,484,attack_param,306700963,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
754,650,Barbaric Roar,485,attack_param,306700964,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
755,650,Barbaric Roar,486,attack_param,306700965,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
756,650,Barbaric Roar,487,attack_param,306700960,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
757,650,Barbaric Roar,488,attack_param,306700961,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
758,650,Barbaric Roar,489,attack_param,306700962,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
759,650,Barbaric Roar,490,attack_param,306700968,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
760,650,Barbaric Roar,491,attack_param,306700969,6904,AccumuVal [10],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
761,650,Barbaric Roar,492,attack_param,306700966,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
762,650,Barbaric Roar,493,attack_param,306700967,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
763,650,Barbaric Roar,494,attack_param,300300953,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
764,650,Barbaric Roar,495,attack_param,300300954,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
765,650,Barbaric Roar,496,attack_param,300300955,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
766,650,Barbaric Roar,497,attack_param,300300950,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
767,650,Barbaric Roar,498,attack_param,300300951,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
768,650,Barbaric Roar,499,attack_param,300300952,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
769,650,Barbaric Roar,500,attack_param,300300958,6904,AccumuVal [10],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
770,650,Barbaric Roar,501,attack_param,300300956,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
771,650,Barbaric Roar,502,attack_param,300300963,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
772,650,Barbaric Roar,503,attack_param,300300964,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
773,650,Barbaric Roar,504,attack_param,300300965,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
774,650,Barbaric Roar,505,attack_param,300300960,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
775,650,Barbaric Roar,506,attack_param,300300961,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
776,650,Barbaric Roar,507,attack_param,300300962,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
777,650,Barbaric Roar,508,attack_param,300300968,6904,AccumuVal [10],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
778,650,Barbaric Roar,509,attack_param,300300966,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
779,650,Barbaric Roar,510,attack_param,300400953,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
780,650,Barbaric Roar,511,attack_param,300400954,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
781,650,Barbaric Roar,512,attack_param,300400955,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
782,650,Barbaric Roar,513,attack_param,300400950,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
783,650,Barbaric Roar,514,attack_param,300400951,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
784,650,Barbaric Roar,515,attack_param,300400952,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
785,650,Barbaric Roar,516,attack_param,300400958,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
786,650,Barbaric Roar,517,attack_param,300400956,6909,AccumuVal [20],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
787,650,Barbaric Roar,518,attack_param,300400963,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
788,650,Barbaric Roar,519,attack_param,300400964,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
789,650,Barbaric Roar,520,attack_param,300400965,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
790,650,Barbaric Roar,521,attack_param,300400960,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
791,650,Barbaric Roar,522,attack_param,300400961,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
792,650,Barbaric Roar,523,attack_param,300400962,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
793,650,Barbaric Roar,524,attack_param,300400968,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
794,650,Barbaric Roar,525,attack_param,300400966,6909,AccumuVal [20],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
795,650,Barbaric Roar,526,attack_param,300700953,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
796,650,Barbaric Roar,527,attack_param,300700954,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
797,650,Barbaric Roar,528,attack_param,300700955,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
798,650,Barbaric Roar,529,attack_param,300700950,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
799,650,Barbaric Roar,530,attack_param,300700951,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
800,650,Barbaric Roar,531,attack_param,300700952,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
801,650,Barbaric Roar,532,attack_param,300700958,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
802,650,Barbaric Roar,533,attack_param,300700959,6904,AccumuVal [10],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
803,650,Barbaric Roar,534,attack_param,300700956,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
804,650,Barbaric Roar,535,attack_param,300700957,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
805,650,Barbaric Roar,536,attack_param,300700963,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
806,650,Barbaric Roar,537,attack_param,300700964,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
807,650,Barbaric Roar,538,attack_param,300700965,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
808,650,Barbaric Roar,539,attack_param,300700960,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
809,650,Barbaric Roar,540,attack_param,300700961,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
810,650,Barbaric Roar,541,attack_param,300700962,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
811,650,Barbaric Roar,542,attack_param,300700968,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
812,650,Barbaric Roar,543,attack_param,300700969,6904,AccumuVal [10],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
813,650,Barbaric Roar,544,attack_param,300700966,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
814,650,Barbaric Roar,545,attack_param,300700967,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
815,650,Barbaric Roar,546,attack_param,300800953,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
816,650,Barbaric Roar,547,attack_param,300800954,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
817,650,Barbaric Roar,548,attack_param,300800955,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
818,650,Barbaric Roar,549,attack_param,300800950,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
819,650,Barbaric Roar,550,attack_param,300800951,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
820,650,Barbaric Roar,551,attack_param,300800952,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
821,650,Barbaric Roar,552,attack_param,300800958,6904,AccumuVal [10],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
822,650,Barbaric Roar,553,attack_param,300800956,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
823,650,Barbaric Roar,554,attack_param,300800963,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
824,650,Barbaric Roar,555,attack_param,300800964,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
825,650,Barbaric Roar,556,attack_param,300800965,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
826,650,Barbaric Roar,557,attack_param,300800960,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
827,650,Barbaric Roar,558,attack_param,300800961,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
828,650,Barbaric Roar,559,attack_param,300800962,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
829,650,Barbaric Roar,560,attack_param,300800968,6904,AccumuVal [10],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
830,650,Barbaric Roar,561,attack_param,300800966,6906,AccumuVal [14],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
831,650,Barbaric Roar,562,attack_param,300900953,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
832,650,Barbaric Roar,563,attack_param,300900954,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
833,650,Barbaric Roar,564,attack_param,300900955,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
834,650,Barbaric Roar,565,attack_param,300900950,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
835,650,Barbaric Roar,566,attack_param,300900951,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
836,650,Barbaric Roar,567,attack_param,300900952,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
837,650,Barbaric Roar,568,attack_param,300900958,6903,AccumuVal [8],0,direct,self_mechanic,,on_hit,,,1,effect targets the attacker/self and is not target buildup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
