effect_id,status,reason,reference_count,weapon_ids,weapon_names
5010600,resolved,,13,1060000|1060100|1060200|1060300|1060400|1060500|1060600|1060700|1060800|1060900|1061000|1061100|1061200,Celebrant's Sickle
5010601,resolved,,52,1060000|1060100|1060200|1060300|1060400|1060500|1060600|1060700|1060800|1060900|1061000|1061100|1061200|12130000|12130100|12130200|12130300|12130400|12130500|12130600|12130700|12130800|12130900|12131000|12131100|12131200|14060000|14060100|14060200|14060300|14060400|14060500|14060600|14060700|14060800|14060900|14061000|14061100|14061200|16060000|16060100|16060200|16060300|16060400|16060500|16060600|16060700|16060800|16060900|16061000|16061100|16061200,Celebrant's Cleaver|Celebrant's Rib-Rake|Celebrant's Sickle|Celebrant's Skull
5011000,resolved,,1,1110000,Cinquedea
5025300,resolved,,1,2530000,Carian Sorcery Sword
5031400,resolved,,1,3140000,Blasphemous Blade
5031600,resolved,,1,3160000,Sword of Milos
5071100,resolved,,13,7110000|7110100|7110200|7110300|7110400|7110500|7110600|7110700|7110800|7110900|7111000|7111100|7111200,Serpent-God's Curved Sword
5085100,resolved,,13,8510000|8510100|8510200|8510300|8510400|8510500|8510600|8510700|8510800|8510900|8511000|8511100|8511200,Freyja's Greatsword
5120100,resolved,,13,12010000|12010100|12010200|12010300|12010400|12010500|12010600|12010700|12010800|12010900|12011000|12011100|12011200,Greathorn Hammer
5121300,resolved,,13,12130000|12130100|12130200|12130300|12130400|12130500|12130600|12130700|12130800|12130900|12131000|12131100|12131200,Celebrant's Skull
5121800,resolved,,13,12180000|12180100|12180200|12180300|12180400|12180500|12180600|12180700|12180800|12180900|12181000|12181100|12181200,Great Stars
5121801,resolved,,13,12180000|12180100|12180200|12180300|12180400|12180500|12180600|12180700|12180800|12180900|12181000|12181100|12181200,Great Stars
5140600,resolved,,13,14060000|14060100|14060200|14060300|14060400|14060500|14060600|14060700|14060800|14060900|14061000|14061100|14061200,Celebrant's Cleaver
5141000,resolved,,13,14100000|14100100|14100200|14100300|14100400|14100500|14100600|14100700|14100800|14100900|14101000|14101100|14101200,Highland Axe
5141100,resolved,,13,14110000|14110100|14110200|14110300|14110400|14110500|14110600|14110700|14110800|14110900|14111000|14111100|14111200,Sacrificial Axe
5151200,resolved,,14,15120000|15120100|15120200|15120300|15120400|15120500|15120600|15120700|15120800|15120900|15121000|15121100|15121200|15510000,Bonny Butchering Knife|Butchering Knife
5151201,resolved,,14,15120000|15120100|15120200|15120300|15120400|15120500|15120600|15120700|15120800|15120900|15121000|15121100|15121200|15510000,Bonny Butchering Knife|Butchering Knife
5160400,resolved,,1,16040000,Cleanrot Spear
5160600,resolved,,13,16060000|16060100|16060200|16060300|16060400|16060500|16060600|16060700|16060800|16060900|16061000|16061100|16061200,Celebrant's Rib-Rake
5180100,resolved,,13,18010000|18010100|18010200|18010300|18010400|18010500|18010600|18010700|18010800|18010900|18011000|18011100|18011200,Pest's Glaive
5180500,excluded_missing_source,"Referenced by Nightrider Glaive, but absent from the source SpEffectParam; there is no status payload to extract.",13,18050000|18050100|18050200|18050300|18050400|18050500|18050600|18050700|18050800|18050900|18051000|18051100|18051200,Nightrider Glaive
5190100,resolved,,13,19010000|19010100|19010200|19010300|19010400|19010500|19010600|19010700|19010800|19010900|19011000|19011100|19011200,Grave Scythe
5215200,resolved,,1,21520000,Poisoned Hand
5215300,resolved,,1,21530000,Madding Hand
5215500,resolved,,1,21550000,Shield of Night
5220300,excluded_missing_source,"Referenced by Raptor Talons, but absent from the source SpEffectParam; there is no status payload to extract.",13,22030000|22030100|22030200|22030300|22030400|22030500|22030600|22030700|22030800|22030900|22031000|22031100|22031200,Raptor Talons
5245100,excluded_missing_source,"Referenced by Lamenting Visage, but absent from the source SpEffectParam; there is no status payload to extract.",1,24510000,Lamenting Visage
5300100,resolved,,13,30010000|30010100|30010200|30010300|30010400|30010500|30010600|30010700|30010800|30010900|30011000|30011100|30011200,Perfumer's Shield
5300400,resolved,,13,30040000|30040100|30040200|30040300|30040400|30040500|30040600|30040700|30040800|30040900|30041000|30041100|30041200,Pillory Shield
5301100,resolved,,13,30110000|30110100|30110200|30110300|30110400|30110500|30110600|30110700|30110800|30110900|30111000|30111100|30111200,Rift Shield
5301400,resolved,,13,30140000|30140100|30140200|30140300|30140400|30140500|30140600|30140700|30140800|30140900|30141000|30141100|30141200,Ice Crest Shield
5301500,resolved,,1,30150000,Smoldering Shield
5301900,resolved,,13,30190000|30190100|30190200|30190300|30190400|30190500|30190600|30190700|30190800|30190900|30191000|30191100|30191200,Spiralhorn Shield
5302000,resolved,,1,30200000,Coil Shield
5310900,resolved,,13,31090000|31090100|31090200|31090300|31090400|31090500|31090600|31090700|31090800|31090900|31091000|31091100|31091200,Twinbird Kite Shield
5311400,resolved,,13,31140000|31140100|31140200|31140300|31140400|31140500|31140600|31140700|31140800|31140900|31141000|31141100|31141200,Great Turtle Shell
5311700,resolved,,13,31170000|31170100|31170200|31170300|31170400|31170500|31170600|31170700|31170800|31170900|31171000|31171100|31171200,Shield of the Guilty
5321400,resolved,,1,32140000,Icon Shield
5322200,resolved,,1,32220000,Ant's Skull Plate
5322400,resolved,,13,32240000|32240100|32240200|32240300|32240400|32240500|32240600|32240700|32240800|32240900|32241000|32241100|32241200,Eclipse Crest Greatshield
5335200,resolved,,1,33520000,Maternal Staff
5345000,resolved,,1,34500000,Dryleaf Seal
5345100,resolved,,1,34510000,Fire Knight's Seal
5345200,resolved,,1,34520000,Spiraltree Seal
5425000,resolved,,1,42500000,Igon's Greatbow
5665201,resolved,,1,66520000,Rakshasa's Great Katana
20001029,resolved,,1,2510000,Velvet Sword of St. Trina
20001039,resolved,,1,21500000,Thiollier's Hidden Needle
20001900,resolved,,16,21520000|21530000|68500000|68500100|68500200|68500300|68500400|68500500|68500600|68500700|68500800|68500900|68501000|68501100|68501200|68510000,Beast Claw|Madding Hand|Poisoned Hand|Red Bear's Claw
20018694,resolved,,1,2530000,Carian Sorcery Sword
